,OrderID,ClientName,MonthNum,Hour,Minute,Day,Prods,CliAvgSenti,SpAvgSenti,QtyOrdered,Sales
3187,4188,Client6,2,23,52,2,"prod4,prod12,prod1,prod1",1.0,0.6,23,13500
3188,4189,Client8,2,18,38,0,"prod12,prod1,prod13",0.6,0.6,13,3300
3189,4190,Client3,2,10,36,3,"prod4,prod1,prod15,prod3",0.8,0.4,19,14700
3190,4191,Client4,2,21,33,3,"prod5,prod3,prod3,prod1",0.4,0.4,15,6700
3191,4192,Client3,2,16,32,3,"prod8,prod2,prod3",0.4,0.6,12,4100
3192,4193,Client3,2,19,26,6,"prod15,prod10",0.4,0.4,9,9000
3193,4194,Client2,2,20,35,1,"prod3,prod13,prod14",0.8,0.8,18,3100
3194,4195,Client0,2,11,13,0,"prod12,prod12,prod3",0.6,0.4,15,5400
3195,4196,Client2,2,6,35,1,"prod14,prod15,prod10",0.6,0.0,11,10100
3196,4197,Client3,2,12,39,1,"prod13,prod1,prod13",0.4,0.6,19,8300
3197,4198,Client8,2,10,47,1,"prod12,prod10,prod3",0.6,0.4,18,10400
3198,4199,Client8,2,12,25,1,"prod15,prod5",0.6,0.4,11,10000
3199,4200,Client1,2,10,43,5,"prod3,prod1,prod14",0.6,0.4,12,3200
3200,4201,Client0,2,1,42,2,"prod15,prod12,prod15,prod15",0.2,0.6,18,16800
3201,4202,Client1,2,11,4,0,"prod7,prod6,prod9",0.6,0.8,15,4800
3202,4203,Client2,2,9,1,6,"prod13,prod12,prod3",0.6,0.4,10,3600
3203,4204,Client0,2,7,22,2,"prod1,prod13,prod14,prod4",0.6,0.2,18,5600
3204,4205,Client1,2,12,25,1,"prod8,prod3,prod15",0.6,0.6,10,6400
3205,4206,Client2,2,13,2,0,"prod14,prod15,prod15",0.2,1.0,11,10100
3206,4207,Client2,2,19,6,3,"prod3,prod4,prod14",0.6,0.4,11,2700
3207,4208,Client2,2,17,0,1,"prod12,prod4,prod2",0.8,0.6,17,9900
3208,4209,Client2,2,20,34,3,"prod3,prod12,prod4",0.4,0.4,13,6300
3209,4210,Client5,2,10,18,2,"prod14,prod1,prod10",0.6,0.2,9,7800
3210,4211,Client4,2,12,57,0,"prod14,prod3,prod4",0.6,0.2,17,9400
3211,4212,Client0,2,19,36,0,"prod11,prod2,prod15",0.6,0.6,13,8600
3212,4213,Client0,2,8,40,2,"prod14,prod9,prod7",0.4,0.2,4,1000
3213,4214,Client2,2,12,39,4,"prod14,prod9,prod3",0.6,0.6,15,2300
3214,4215,Client0,2,16,21,1,"prod2,prod15,prod3",0.2,0.6,12,8700
3215,4216,Client0,2,20,41,1,"prod11,prod15,prod2",0.4,0.4,9,6100
3216,4217,Client9,2,22,41,3,"prod14,prod3,prod1",0.2,0.6,13,4900
3217,4218,Client0,2,17,55,3,"prod10,prod12,prod5,prod11",0.8,0.4,19,13100
3218,4219,Client0,2,11,52,4,"prod3,prod13,prod4",0.4,0.2,14,5900
3219,4220,Client0,2,11,18,1,"prod14,prod12,prod12",0.6,0.4,7,2500
3220,4221,Client8,2,11,16,0,"prod5,prod12,prod12,prod1",0.4,0.4,19,9600
3221,4222,Client5,2,15,28,5,"prod11,prod6,prod2",0.6,0.2,15,8400
3222,4223,Client8,2,16,31,1,"prod14,prod7,prod13",0.4,1.0,13,4100
3223,4224,Client8,2,21,59,3,"prod14,prod15,prod6",0.6,0.4,12,9900
3224,4225,Client1,2,0,58,1,"prod14,prod15,prod15",0.6,0.2,13,12100
3225,4226,Client0,2,23,0,1,"prod12,prod12,prod12",0.4,0.4,3,1200
3226,4227,Client0,2,16,43,3,"prod12,prod12,prod7",0.2,0.6,14,5600
3227,4228,Client6,2,19,15,2,"prod11,prod15,prod5",0.2,0.8,11,9700
3228,4229,Client2,2,21,51,4,"prod12,prod3,prod15",0.6,0.2,22,13700
3229,4230,Client6,2,16,11,1,"prod14,prod15,prod13",0.4,0.4,14,9900
3230,4231,Client2,2,9,41,5,"prod4,prod11,prod12,prod3",0.2,0.4,16,6700
3231,4232,Client4,2,10,59,6,"prod15,prod4",0.8,0.2,11,9000
3232,4233,Client8,2,19,12,2,"prod13,prod14,prod12",0.2,0.4,13,4400
3233,4234,Client5,2,0,2,6,"prod14,prod14,prod14",0.0,0.6,6,600
3234,4235,Client9,2,23,0,0,"prod13,prod4,prod2",0.4,0.6,4,2300
3235,4236,Client1,2,10,45,0,"prod15,prod1,prod11,prod1",0.2,0.6,27,18200
3236,4237,Client1,2,0,30,3,"prod10,prod13,prod14,prod10",0.6,0.8,24,11300
3237,4238,Client1,2,17,31,3,"prod5,prod11,prod12,prod1",0.8,0.4,17,9900
3238,4239,Client0,2,12,35,4,"prod1,prod3,prod1,prod9",0.6,0.8,11,3900
3239,4240,Client2,2,10,20,2,"prod15,prod3,prod12,prod3",0.8,0.4,18,6600
3240,4241,Client8,2,22,18,3,"prod1,prod12,prod8,prod3",0.0,0.4,22,6000
3241,4242,Client6,2,20,58,1,"prod1,prod14,prod2,prod12",0.4,0.2,20,6800
3242,4243,Client0,2,10,4,1,"prod12,prod9,prod6",0.2,0.6,10,3800
3243,4244,Client0,2,16,10,0,"prod14,prod2,prod1",0.4,0.4,5,2700
3244,4245,Client4,2,14,32,1,"prod2,prod2,prod11",0.4,0.8,10,5600
3245,4246,Client9,2,15,22,4,"prod11,prod12,prod2",0.2,0.4,15,6800
3246,4247,Client2,2,9,6,3,"prod15,prod5",0.4,0.4,6,5500
3247,4248,Client8,2,18,55,3,"prod7,prod3,prod5",0.8,0.4,8,5500
3248,4249,Client4,2,0,13,6,"prod1,prod6,prod5,prod15",0.4,0.2,14,13000
3249,4250,Client6,2,10,19,1,"prod2,prod1,prod14",0.6,0.4,14,8400
3250,4251,Client5,2,14,51,0,"prod3,prod12,prod11",0.6,0.0,9,3700
3251,4252,Client5,2,15,42,1,"prod5,prod1,prod14,prod14",0.6,0.2,15,3500
3252,4253,Client9,2,16,56,4,"prod12,prod10,prod15",0.6,0.6,13,12400
3253,4254,Client1,2,21,6,3,"prod4,prod15",0.2,0.6,11,10800
3254,4255,Client9,2,18,20,2,"prod7,prod3,prod10",0.6,0.6,16,7700
3255,4256,Client0,2,16,13,2,"prod10,prod7,prod1,prod5",0.2,0.6,20,13100
3256,4257,Client4,2,11,41,2,"prod1,prod12,prod5,prod4",0.6,0.6,25,18700
3257,4258,Client6,2,12,26,3,"prod4,prod4",0.6,0.6,2,1600
3258,4259,Client3,2,10,4,2,"prod9,prod15,prod1",0.2,0.4,22,17800
3259,4260,Client0,2,22,14,0,"prod13,prod14,prod2",0.8,0.8,15,4400
3260,4261,Client9,2,23,38,6,"prod4,prod10",0.2,0.0,3,2800
3261,4262,Client0,2,17,45,1,"prod10,prod12,prod10,prod5",0.4,0.4,23,18600
3262,4263,Client1,2,19,12,5,"prod2,prod15,prod9",0.6,0.4,10,7700
3263,4264,Client0,2,21,37,6,"prod2,prod14,prod14",0.6,0.2,16,2000
3264,4265,Client4,2,2,30,5,"prod12,prod2,prod13",0.6,0.6,20,7500
3265,4266,Client9,2,14,33,4,"prod5,prod13,prod2,prod1",0.2,0.8,8,4900
3266,4267,Client9,2,18,23,3,"prod2,prod10,prod12",0.0,0.6,11,6300
3267,4268,Client0,2,23,9,3,"prod13,prod13,prod15",0.2,0.4,4,2400
3268,4269,Client8,2,14,51,5,"prod12,prod12,prod15",0.2,0.4,7,5800
3269,4270,Client3,2,17,6,5,"prod1,prod6,prod1,prod14",0.4,0.6,18,7600
3270,4271,Client8,2,20,49,6,"prod1,prod4",0.2,0.2,8,6300
3271,4272,Client0,2,15,18,0,"prod14,prod15,prod15",0.0,0.6,16,15100
3272,4273,Client2,2,12,5,4,"prod3,prod12,prod5",0.8,0.8,16,9800
3273,4274,Client8,2,19,57,6,"prod12,prod1,prod10",0.4,0.8,13,10600
3274,4275,Client4,2,14,1,4,"prod15,prod5",0.4,0.4,10,9100
3275,4276,Client2,2,7,58,0,"prod5,prod15",0.4,0.6,10,9900
3276,4277,Client0,2,13,0,6,"prod1,prod10",0.6,0.4,7,6700
3277,4278,Client0,2,9,16,0,"prod2,prod12,prod3",0.4,0.2,8,2700
3278,4279,Client1,2,17,55,4,"prod2,prod14,prod2",0.2,0.4,15,4300
3279,4280,Client8,2,8,22,4,"prod1,prod4",0.2,0.6,7,5500
3280,4281,Client1,2,1,43,2,"prod10,prod1,prod12,prod2",0.0,0.2,15,9100
3281,4282,Client9,2,7,0,2,"prod2,prod15,prod15",0.6,0.6,19,18500
3282,4283,Client0,2,15,18,5,"prod14,prod9,prod3",0.2,0.6,13,1500
3283,4284,Client3,2,8,6,2,"prod14,prod1,prod3",0.0,0.2,11,5900
3284,4285,Client0,2,11,49,1,"prod15,prod10",0.6,0.6,9,9000
3285,4286,Client9,2,16,50,4,"prod2,prod12,prod13",0.4,0.8,19,5700
3286,4287,Client8,2,0,35,1,"prod15,prod1,prod15,prod2",0.6,0.4,14,10600
3287,4288,Client4,2,14,48,1,"prod5,prod1,prod12,prod9",1.0,0.6,22,8700
3288,4289,Client9,2,18,39,0,"prod6,prod10,prod15",1.0,0.6,8,7600
3289,4290,Client0,2,19,44,3,"prod6,prod1,prod14",0.8,0.4,8,1900
3290,4291,Client0,2,1,47,1,"prod11,prod1,prod15",0.4,0.8,13,11400
3291,4292,Client4,2,18,12,2,"prod12,prod1,prod4",0.2,0.4,22,16200
3292,4293,Client5,2,21,55,2,"prod14,prod9,prod2",0.8,0.4,20,6400
3293,4294,Client5,2,17,55,1,"prod15,prod15",0.2,0.6,5,5000
3294,4295,Client9,2,8,58,4,"prod1,prod1,prod2,prod2",1.0,0.4,20,11600
3295,4296,Client8,2,21,20,1,"prod12,prod15,prod4",0.0,0.6,14,12200
3296,4297,Client8,2,7,52,2,"prod10,prod3,prod3,prod9",0.4,0.4,31,8400
3297,4298,Client4,2,19,59,2,"prod9,prod3,prod4",0.6,0.4,12,5900
3298,4299,Client8,2,13,59,6,"prod15,prod1,prod3,prod2",0.6,1.0,17,10600
3299,4300,Client4,2,14,6,4,"prod5,prod1,prod11,prod12",0.6,0.8,21,11500
3300,4301,Client5,2,14,55,0,"prod15,prod13,prod4,prod12",0.8,0.6,23,11000
3301,4302,Client3,2,16,8,2,"prod12,prod12,prod3",0.4,0.4,22,7700
3302,4303,Client5,2,23,6,4,"prod15,prod14,prod1,prod5",0.2,0.4,31,17400
3303,4304,Client4,2,17,18,3,"prod6,prod5,prod2",0.0,0.0,7,5600
3304,4305,Client4,2,0,32,6,"prod1,prod1,prod2,prod15",0.4,0.2,16,11500
3305,4306,Client0,2,12,45,3,"prod12,prod14,prod14",0.4,0.6,14,1700
3306,4307,Client7,2,11,25,6,"prod6,prod13,prod4",0.8,0.4,14,4400
3307,4308,Client8,2,22,48,6,"prod1,prod10",0.6,0.8,12,11700
3308,4309,Client2,2,12,37,6,"prod13,prod15,prod1",0.4,0.6,17,12900
3309,4310,Client8,2,23,20,4,"prod12,prod13,prod1",0.6,0.4,18,8800
3310,4311,Client0,2,11,35,5,"prod14,prod15,prod14",0.4,0.2,5,1400
3311,4312,Client0,2,20,19,3,"prod11,prod15,prod9",0.4,0.4,16,7500
3312,4313,Client4,2,11,4,3,"prod15,prod6,prod11,prod15",0.6,1.0,22,16400
3313,4314,Client8,2,15,22,3,"prod12,prod12,prod4",0.6,0.4,15,9600
3314,4315,Client2,2,0,54,2,"prod10,prod3,prod3,prod1",0.6,0.4,24,11900
3315,4316,Client9,2,16,19,1,"prod1,prod11,prod1,prod2",0.8,0.8,21,12900
3316,4317,Client1,2,20,12,5,"prod3,prod15,prod5",1.0,0.4,11,10000
3317,4318,Client8,2,15,20,4,"prod12,prod4,prod13",0.2,1.0,18,8600
3318,4319,Client1,2,19,3,4,"prod3,prod12,prod15",0.6,0.4,11,4900
3319,4320,Client3,2,21,13,5,"prod14,prod9,prod15",0.6,0.2,5,2300
3320,4321,Client9,2,20,13,5,"prod3,prod9,prod6",0.2,0.4,15,3700
3321,4322,Client2,2,22,32,2,"prod12,prod3,prod5",0.4,0.4,8,4300
3322,4323,Client1,2,22,10,3,"prod5,prod11,prod1,prod1",0.6,0.8,25,17100
3323,4324,Client6,2,22,4,4,"prod2,prod2,prod14",0.4,0.6,9,4100
3324,4325,Client8,2,10,20,1,"prod9,prod2,prod2",0.0,0.4,17,8100
3325,4326,Client2,2,11,3,6,"prod10,prod2,prod14,prod11",0.8,0.8,21,11300
3326,4327,Client1,2,10,45,0,"prod14,prod15,prod15",0.6,0.6,15,14100
3327,4328,Client0,2,12,41,1,"prod15,prod13,prod15,prod8",0.6,0.2,25,10600
3328,4329,Client3,2,12,14,6,"prod9,prod11,prod10",0.4,0.6,12,10700
3329,4330,Client8,2,16,17,5,"prod12,prod14,prod2",1.0,0.6,3,1000
3330,4331,Client4,2,19,40,1,"prod15,prod11,prod15,prod10",0.6,0.0,24,19600
3331,4332,Client8,2,12,6,4,"prod1,prod13,prod10,prod15",0.2,0.4,11,9100
3332,4333,Client0,2,13,21,1,"prod13,prod2,prod13",0.4,0.4,6,2100
3333,4334,Client3,2,14,4,2,"prod12,prod2,prod2",0.4,0.8,16,7900
3334,4335,Client0,2,15,16,1,"prod15,prod6,prod13,prod12",0.4,0.4,10,4600
3335,4336,Client0,2,22,59,1,"prod1,prod15",0.4,0.2,11,10700
3336,4337,Client0,2,21,32,0,"prod4,prod13,prod7,prod10",0.6,0.6,16,5800
3337,4338,Client2,2,23,49,0,"prod9,prod1,prod12",0.4,0.4,5,2300
3338,4339,Client4,2,12,26,2,"prod2,prod12,prod1",0.6,0.4,8,3600
3339,4340,Client2,2,11,3,4,"prod7,prod5,prod2",0.2,0.8,11,7800
3340,4341,Client8,2,15,21,4,"prod4,prod2,prod13,prod5",0.8,0.0,23,11400
3341,4342,Client2,2,15,59,4,"prod15,prod13,prod1,prod15",0.2,0.4,25,14100
3342,4343,Client8,2,22,8,2,"prod10,prod3,prod13,prod4",0.4,0.6,7,4100
3343,4344,Client9,2,19,19,5,"prod13,prod1,prod1",0.4,0.2,12,7900
3344,4345,Client6,2,11,44,2,"prod1,prod13,prod15,prod7",0.4,0.0,13,7100
3345,4346,Client8,2,11,39,0,"prod1,prod1,prod2,prod14",0.6,0.2,15,9500
3346,4347,Client9,2,19,15,1,"prod6,prod12,prod1",0.4,0.2,16,9900
3347,4348,Client1,2,12,15,5,"prod15,prod15",0.8,0.6,9,9000
3348,4349,Client8,2,20,49,1,"prod2,prod2,prod11",0.4,0.2,16,9100
3349,4350,Client8,2,20,44,4,"prod3,prod5,prod6",0.2,0.4,14,11100
3350,4351,Client3,2,10,22,5,"prod10,prod5",0.6,0.6,2,1900
3351,4352,Client2,2,22,18,4,"prod7,prod14,prod10",0.4,0.6,10,3100
3352,4353,Client9,2,15,52,4,"prod2,prod5,prod1",0.4,0.6,12,9800
3353,4354,Client5,2,11,48,1,"prod1,prod2,prod3,prod12",0.6,0.4,14,6800
3354,4355,Client5,2,3,10,3,"prod10,prod4",0.6,0.4,9,7400
3355,4356,Client0,2,10,25,1,"prod6,prod10,prod12",0.0,0.6,15,12200
3356,4357,Client4,2,15,39,3,"prod2,prod2,prod11",0.4,0.8,16,8600
3357,4358,Client0,2,13,33,5,"prod13,prod14,prod9",0.4,0.6,16,1700
3358,4359,Client0,2,1,58,1,"prod3,prod1,prod9",0.8,0.6,18,6200
3359,4360,Client9,2,15,53,4,"prod5,prod2,prod1,prod15",0.4,0.4,8,6300
3360,4361,Client0,2,9,4,5,"prod1,prod3,prod1,prod2",0.2,1.0,18,8200
3361,4362,Client4,2,4,57,6,"prod3,prod1,prod2",0.4,0.8,9,4900
3362,4363,Client6,2,18,20,5,"prod10,prod10",0.2,0.2,6,6000
3363,4364,Client8,2,11,17,5,"prod6,prod12,prod13",0.4,1.0,14,4800
3364,4365,Client8,2,18,23,1,"prod12,prod10,prod3",0.6,0.8,13,4700
3365,4366,Client0,2,12,23,5,"prod10,prod3,prod6,prod10",0.6,0.4,15,12300
3366,4367,Client0,2,1,34,1,"prod1,prod3,prod2,prod2",0.4,0.4,16,7200
3367,4368,Client9,2,13,26,3,"prod14,prod15,prod6",0.2,0.2,14,10300
3368,4369,Client0,2,10,40,5,"prod15,prod12,prod7,prod4",0.6,0.6,23,13000
3369,4370,Client2,2,0,44,1,"prod1,prod14,prod4,prod12",0.6,0.6,18,7900
3370,4371,Client8,2,14,48,2,"prod7,prod7,prod15",0.8,0.2,14,9800
3371,4372,Client8,2,0,47,5,"prod6,prod15,prod10",0.8,0.0,14,13600
3372,4373,Client7,2,12,27,0,"prod6,prod3,prod3",0.2,1.0,14,4500
3373,4374,Client3,2,19,49,0,"prod7,prod11,prod15",0.6,0.4,17,14000
3374,4375,Client1,2,11,38,4,"prod9,prod3,prod10",0.6,0.8,10,3500
3375,4376,Client8,2,16,36,0,"prod3,prod13,prod1",0.4,0.4,12,6000
3376,4377,Client8,2,11,16,5,"prod1,prod15",0.8,0.2,11,10700
3377,4378,Client2,2,19,51,2,"prod12,prod15,prod3",0.6,0.6,21,12700
3378,4379,Client3,2,19,51,3,"prod7,prod15,prod15",0.4,0.4,20,19400
3379,4380,Client0,2,13,35,6,"prod3,prod5,prod13",0.6,0.4,14,9200
3380,4381,Client0,2,17,3,4,"prod3,prod13,prod15",0.2,0.4,10,3700
3381,4382,Client3,2,20,1,2,"prod13,prod15,prod2",0.6,0.4,17,10700
3382,4383,Client0,2,15,1,0,"prod13,prod14,prod10",0.8,0.6,7,5300
3383,4384,Client2,2,18,1,1,"prod10,prod12,prod15,prod15",0.6,0.2,24,19200
3384,4385,Client0,2,22,44,5,"prod12,prod12,prod1",0.2,0.4,18,9900
3385,4386,Client9,2,16,35,4,"prod3,prod14,prod12",0.6,0.4,9,2900
3386,4387,Client6,2,14,59,0,"prod15,prod9,prod1,prod12",0.6,0.8,10,4900
3387,4388,Client0,2,6,29,2,"prod1,prod10",0.4,0.4,4,3700
3388,4389,Client0,2,20,53,6,"prod13,prod13,prod14",0.0,1.0,19,2900
3389,4390,Client3,2,19,22,4,"prod13,prod2,prod14",0.4,0.4,13,4200
3390,4391,Client0,2,16,8,3,"prod15,prod4",0.6,0.6,2,1800
3391,4392,Client4,2,11,32,2,"prod1,prod1,prod1,prod4",0.6,0.2,20,14200
3392,4393,Client9,2,16,59,6,"prod3,prod8,prod6",0.4,0.6,17,7100
3393,4394,Client5,2,19,22,5,"prod15,prod3,prod1,prod8",0.6,0.6,15,4700
3394,4395,Client0,2,8,29,5,"prod12,prod2,prod8",0.4,0.6,10,4600
3395,4396,Client0,2,23,23,3,"prod5,prod5",0.6,0.4,11,9900
3396,4397,Client8,2,14,45,6,"prod10,prod15",0.6,0.8,5,5000
3397,4398,Client9,2,9,53,3,"prod15,prod13,prod5,prod11",0.6,0.4,25,14000
3398,4399,Client5,2,16,14,6,"prod2,prod10,prod3",0.4,0.4,13,6900
3399,4400,Client1,2,21,13,2,"prod12,prod13,prod13",0.8,0.4,12,2600
3400,4401,Client8,2,10,3,3,"prod10,prod12,prod10,prod12",0.4,0.8,21,13200
3401,4402,Client0,2,11,23,6,"prod3,prod9,prod11",0.6,0.4,3,1000
3402,4403,Client0,2,14,28,4,"prod15,prod14,prod6,prod1",0.4,0.6,21,9500
3403,4404,Client2,2,18,28,2,"prod4,prod14,prod8,prod4",0.8,0.4,18,4000
3404,4405,Client3,2,19,27,2,"prod15,prod2,prod3,prod8",0.8,0.6,12,3800
3405,4406,Client1,2,15,49,1,"prod13,prod12,prod15",0.6,0.4,4,2600
3406,4407,Client9,2,22,43,2,"prod15,prod3,prod3,prod9",0.4,0.8,33,8400
3407,4408,Client0,2,0,50,1,"prod1,prod2,prod11,prod1",0.4,0.8,18,10500
3408,4409,Client3,2,21,27,6,"prod12,prod14,prod13",0.2,1.0,3,700
3409,4410,Client0,2,22,39,1,"prod1,prod10",0.6,0.4,2,1700
3410,4411,Client6,2,7,32,5,"prod9,prod15,prod11",0.8,0.6,22,16700
3411,4412,Client0,2,11,43,3,"prod15,prod12,prod12,prod2",0.2,0.6,22,10200
3412,4413,Client1,2,11,56,0,"prod14,prod15,prod15",0.4,0.6,14,13100
3413,4414,Client0,2,20,43,4,"prod15,prod12,prod1,prod12",0.2,0.2,19,11500
3414,4415,Client8,2,13,23,4,"prod2,prod12,prod15",0.2,0.6,8,5100
3415,4416,Client6,2,9,38,1,"prod15,prod3,prod9,prod11",0.8,0.2,15,5900
3416,4417,Client8,2,17,17,5,"prod12,prod11,prod15",0.2,0.8,12,9000
3417,4418,Client8,2,1,21,2,"prod13,prod10,prod4",0.4,0.6,22,19000
3418,4419,Client5,2,23,29,0,"prod8,prod3,prod12",0.2,0.6,17,6100
3419,4420,Client0,2,10,8,2,"prod13,prod2,prod1",0.4,0.2,20,11700
3420,4421,Client5,2,9,41,1,"prod6,prod15,prod5",0.4,0.6,9,8500
3421,4422,Client3,2,19,36,1,"prod1,prod6,prod15,prod7",0.8,0.4,23,13500
3422,4423,Client0,2,16,20,4,"prod4,prod10",0.6,0.6,6,5800
3423,4424,Client2,2,6,49,2,"prod12,prod10,prod10",0.4,1.0,8,7400
3424,4425,Client0,2,20,49,3,"prod15,prod15",0.4,0.6,5,5000
3425,4426,Client9,2,13,25,3,"prod12,prod13,prod12",0.8,0.6,14,3400
3426,4427,Client0,2,13,32,1,"prod14,prod3,prod2",0.6,0.2,18,6400
3427,4428,Client2,2,7,21,0,"prod12,prod10,prod12",0.0,0.8,16,10000
3428,4429,Client8,2,19,3,5,"prod15,prod5",0.0,0.2,11,10000
3429,4430,Client0,2,11,22,4,"prod14,prod13,prod15",0.6,0.8,7,5300
3430,4431,Client1,2,16,51,0,"prod14,prod1,prod9",0.4,0.6,8,3800
3431,4432,Client8,2,20,11,0,"prod11,prod3,prod3",0.6,0.8,15,4800
3432,4433,Client8,2,16,20,0,"prod15,prod12,prod15,prod12",0.6,0.4,29,18200
3433,4434,Client5,2,16,44,1,"prod12,prod14,prod1",0.2,0.6,19,8800
3434,4435,Client0,2,21,55,4,"prod14,prod3,prod11",0.2,0.6,10,4300
3435,4436,Client0,2,10,7,5,"prod6,prod5,prod11",0.4,0.2,12,9600
3436,4437,Client8,2,14,21,2,"prod11,prod12,prod13",0.6,0.2,9,3000
3437,4438,Client5,2,1,33,1,"prod5,prod6,prod10,prod12",0.2,0.4,17,10100
3438,4439,Client9,2,16,3,1,"prod12,prod12,prod9",0.2,0.6,14,5000
3439,4440,Client5,2,11,19,3,"prod13,prod1,prod14",0.2,1.0,12,6100
3440,4441,Client4,2,17,33,6,"prod15,prod5",0.4,0.4,2,1900
3441,4442,Client5,2,12,33,6,"prod13,prod13,prod12",0.8,0.4,19,5600
3442,4443,Client1,2,20,22,4,"prod6,prod2,prod7",0.6,0.8,13,6000
3443,4444,Client0,2,6,3,3,"prod13,prod10,prod8",0.8,0.6,10,4400
3444,4445,Client8,2,20,44,6,"prod2,prod10,prod2",0.4,0.4,14,11000
3445,4446,Client5,2,18,13,6,"prod10,prod6,prod13,prod3",0.6,0.6,12,5300
3446,4447,Client5,2,18,23,3,"prod11,prod15,prod3",0.4,0.6,5,3900
3447,4448,Client1,2,16,37,5,"prod9,prod1,prod15",0.6,0.2,13,10300
3448,4449,Client6,2,21,29,0,"prod10,prod4",0.6,0.8,11,9000
3449,4450,Client6,2,17,16,5,"prod11,prod4,prod10",0.8,0.6,10,8200
3450,4451,Client0,2,16,50,4,"prod11,prod2,prod1",0.6,0.8,19,11800
3451,4452,Client0,2,20,11,6,"prod13,prod1,prod1",0.4,0.8,9,5800
3452,4453,Client2,2,4,25,2,"prod4,prod3,prod3,prod2",0.4,0.4,18,8100
3453,4454,Client4,2,19,38,3,"prod10,prod13,prod15,prod4",0.4,0.6,14,10400
3454,4455,Client5,2,19,48,1,"prod10,prod14,prod15,prod3",0.2,0.8,25,12600
3455,4456,Client8,2,15,19,3,"prod12,prod12,prod15",0.6,0.4,13,11800
3456,4457,Client0,2,10,32,0,"prod14,prod10,prod2",0.4,0.6,11,5600
3457,4458,Client2,2,17,39,3,"prod3,prod12,prod9",0.8,0.6,12,2300
3458,4459,Client1,2,15,4,0,"prod10,prod15",0.4,0.4,2,2000
3459,4460,Client8,2,19,41,0,"prod2,prod15,prod7",0.6,0.6,14,9900
3460,4461,Client7,2,10,31,5,"prod2,prod12,prod15",0.4,0.8,6,3100
3461,4462,Client4,2,18,34,6,"prod1,prod14,prod2,prod4",0.6,0.6,17,8000
3462,4463,Client3,2,11,58,3,"prod11,prod15,prod1",0.8,0.2,14,10300
3463,4464,Client5,2,23,3,3,"prod5,prod12,prod11,prod9",0.6,0.6,20,8600
3464,4465,Client8,2,6,25,1,"prod15,prod14,prod13,prod7",0.2,0.2,17,3600
3465,4466,Client0,2,7,27,6,"prod10,prod7,prod10,prod1",0.4,0.6,27,20100
3466,4467,Client9,2,10,39,1,"prod10,prod8,prod14,prod8",0.4,0.8,18,3800
3467,4468,Client0,3,13,12,4,"prod7,prod1,prod14",0.0,0.4,9,5400
3468,4469,Client5,3,15,6,2,"prod6,prod15,prod6",0.0,0.8,9,8200
3469,4470,Client0,3,19,38,1,"prod10,prod8,prod14,prod12",0.6,1.0,28,7800
3470,4471,Client2,3,1,33,0,"prod14,prod15,prod10",0.2,0.4,13,12100
3471,4472,Client5,3,19,26,5,"prod13,prod2,prod14",0.6,0.8,17,5000
3472,4473,Client1,3,15,4,1,"prod5,prod6,prod12,prod11",0.4,0.6,22,12100
3473,4474,Client0,3,18,16,0,"prod15,prod12,prod15,prod3",0.4,0.4,17,8900
3474,4475,Client1,3,15,24,1,"prod13,prod3,prod11",0.6,0.6,10,4700
3475,4476,Client8,3,9,48,4,"prod10,prod15",0.2,0.8,5,5000
3476,4477,Client5,3,6,34,0,"prod6,prod11,prod12",1.0,0.4,15,7600
3477,4478,Client2,3,14,26,4,"prod2,prod12,prod3",0.4,0.4,16,5700
3478,4479,Client9,3,18,54,5,"prod15,prod12,prod1,prod14",0.6,0.4,19,9100
3479,4480,Client6,3,1,5,1,"prod4,prod12,prod12,prod12",0.4,0.6,28,11600
3480,4481,Client2,3,22,9,3,"prod15,prod3,prod10,prod3",0.4,0.8,25,13800
3481,4482,Client0,3,22,56,6,"prod10,prod12,prod14,prod13",0.6,0.4,18,5800
3482,4483,Client1,3,19,2,3,"prod1,prod11,prod4,prod10",0.8,0.2,17,14100
3483,4484,Client5,3,17,12,4,"prod12,prod15,prod1",0.2,0.6,5,4100
3484,4485,Client8,3,23,34,6,"prod14,prod5,prod12",0.8,1.0,9,4800
3485,4486,Client1,3,20,50,5,"prod6,prod6,prod15",0.8,0.4,15,13000
3486,4487,Client8,3,8,8,3,"prod15,prod15",0.6,0.6,2,2000
3487,4488,Client1,3,21,11,3,"prod15,prod5",0.8,0.8,11,10000
3488,4489,Client4,3,13,19,3,"prod1,prod12,prod5,prod9",0.8,0.8,8,2500
3489,4490,Client0,3,17,42,3,"prod5,prod1,prod15,prod6",0.2,0.4,27,21900
3490,4491,Client3,3,10,50,1,"prod15,prod2,prod6,prod9",0.8,0.6,29,12200
3491,4492,Client4,3,21,12,3,"prod1,prod10",0.6,1.0,12,11700
3492,4493,Client8,3,16,16,4,"prod10,prod2,prod3,prod7",0.6,0.6,18,7300
3493,4494,Client6,3,16,32,4,"prod15,prod6,prod3,prod11",0.6,0.2,22,10300
3494,4495,Client5,3,13,10,0,"prod8,prod15,prod1",0.0,0.2,17,14400
3495,4496,Client5,3,17,49,3,"prod11,prod1,prod4",0.6,0.6,12,8400
3496,4497,Client1,3,11,56,6,"prod6,prod14,prod14",0.4,0.2,15,2000
3497,4498,Client8,3,10,33,5,"prod1,prod1,prod15,prod11",0.6,0.6,25,17300
