,ProdName,ClientName,MonthNum,OrderID,OrderQty,OrderTotal,CliAvgSenti,SpAvgSenti,ProdPrice,Hour,Minute,Day
16485,prod13,Client1,7,10797,10,7700,0.6,0.4,400,23,36,6
16486,prod15,Client1,7,10797,10,7700,0.6,0.4,7000,23,36,6
16487,prod12,Client5,7,10798,11,8000,0.4,0.4,400,8,4,5
16488,prod13,Client5,7,10798,11,8000,0.4,0.4,600,8,4,5
16489,prod15,Client5,7,10798,11,8000,0.4,0.4,7000,8,4,5
16490,prod3,Client0,7,10799,9,1100,0.2,0.2,300,11,32,3
16491,prod14,Client0,7,10799,9,1100,0.2,0.2,600,11,32,3
16492,prod9,Client0,7,10799,9,1100,0.2,0.2,200,11,32,3
16493,prod3,Client0,7,10800,7,3900,0.6,0.2,300,13,48,1
16494,prod14,Client0,7,10800,7,3900,0.6,0.2,100,13,48,1
16495,prod1,Client0,7,10800,7,3900,0.6,0.2,3500,13,48,1
16496,prod4,Client2,7,10801,12,11800,0.8,0.8,800,19,55,0
16497,prod15,Client2,7,10801,12,11800,0.8,0.8,11000,19,55,0
16498,prod12,Client8,7,10802,4,1200,0.8,0.8,400,12,48,4
16499,prod9,Client8,7,10802,4,1200,0.8,0.8,200,12,48,4
16500,prod11,Client8,7,10802,4,1200,0.8,0.8,600,12,48,4
16501,prod10,Client0,7,10803,9,2700,0.8,0.2,1000,14,22,1
16502,prod14,Client0,7,10803,9,2700,0.8,0.2,100,14,22,1
16503,prod14,Client0,7,10803,9,2700,0.8,0.2,400,14,22,1
16504,prod12,Client0,7,10803,9,2700,0.8,0.2,1200,14,22,1
16505,prod15,Client3,7,10804,8,8000,0.6,0.6,1000,17,34,2
16506,prod10,Client3,7,10804,8,8000,0.6,0.6,7000,17,34,2
16507,prod1,Client4,7,10805,21,9900,0.4,0.4,700,20,2,5
16508,prod1,Client4,7,10805,21,9900,0.4,0.4,2800,20,2,5
16509,prod12,Client4,7,10805,21,9900,0.4,0.4,3200,20,2,5
16510,prod12,Client4,7,10805,21,9900,0.4,0.4,3200,20,2,5
16511,prod2,Client9,7,10806,21,17200,0.2,0.6,500,15,19,3
16512,prod1,Client9,7,10806,21,17200,0.2,0.6,7700,15,19,3
16513,prod10,Client9,7,10806,21,17200,0.2,0.6,9000,15,19,3
16514,prod10,Client8,7,10807,16,10600,1.0,0.4,1000,18,57,3
16515,prod1,Client8,7,10807,16,10600,1.0,0.4,7000,18,57,3
16516,prod12,Client8,7,10807,16,10600,1.0,0.4,800,18,57,3
16517,prod11,Client8,7,10807,16,10600,1.0,0.4,1800,18,57,3
16518,prod5,Client8,7,10808,24,17700,0.6,0.2,900,0,0,0
16519,prod1,Client8,7,10808,24,17700,0.6,0.2,7700,0,0,0
16520,prod1,Client8,7,10808,24,17700,0.6,0.2,3500,0,0,0
16521,prod4,Client8,7,10808,24,17700,0.6,0.2,5600,0,0,0
16522,prod3,Client8,7,10809,14,8200,0.6,0.4,300,7,50,2
16523,prod1,Client8,7,10809,14,8200,0.6,0.4,7700,7,50,2
16524,prod9,Client8,7,10809,14,8200,0.6,0.4,200,7,50,2
16525,prod10,Client2,7,10810,10,10000,0.0,0.6,1000,16,16,2
16526,prod15,Client2,7,10810,10,10000,0.0,0.6,9000,16,16,2
16527,prod9,Client0,7,10811,15,11700,0.2,0.4,100,23,4,2
16528,prod15,Client0,7,10811,15,11700,0.2,0.4,11000,23,4,2
16529,prod13,Client0,7,10811,15,11700,0.2,0.4,600,23,4,2
16530,prod5,Client0,7,10812,25,16800,0.2,0.8,900,16,13,0
16531,prod1,Client0,7,10812,25,16800,0.2,0.8,5600,16,13,0
16532,prod1,Client0,7,10812,25,16800,0.2,0.8,4900,16,13,0
16533,prod6,Client0,7,10812,25,16800,0.2,0.8,5400,16,13,0
16534,prod12,Client8,7,10813,12,11300,0.8,0.6,400,12,48,1
16535,prod5,Client8,7,10813,12,11300,0.8,0.6,900,12,48,1
16536,prod15,Client8,7,10813,12,11300,0.8,0.6,10000,12,48,1
16537,prod2,Client7,7,10814,8,4900,0.4,0.6,500,13,16,0
16538,prod2,Client7,7,10814,8,4900,0.4,0.6,2000,13,16,0
16539,prod4,Client7,7,10814,8,4900,0.4,0.6,2400,13,16,0
16540,prod14,Client1,7,10815,9,2300,1.0,0.6,100,17,31,3
16541,prod14,Client1,7,10815,9,2300,1.0,0.6,600,17,31,3
16542,prod4,Client1,7,10815,9,2300,1.0,0.6,1600,17,31,3
16543,prod11,Client0,7,10816,13,7800,0.4,0.4,600,18,52,3
16544,prod14,Client0,7,10816,13,7800,0.4,0.4,200,18,52,3
16545,prod1,Client0,7,10816,13,7800,0.4,0.4,7000,18,52,3
16546,prod1,Client8,7,10817,9,3900,0.4,0.6,700,0,26,2
16547,prod12,Client8,7,10817,9,3900,0.4,0.6,1200,0,26,2
16548,prod14,Client8,7,10817,9,3900,0.4,0.6,200,0,26,2
16549,prod11,Client8,7,10817,9,3900,0.4,0.6,1800,0,26,2
16550,prod15,Client2,7,10818,29,11600,0.4,1.0,1000,0,22,6
16551,prod3,Client2,7,10818,29,11600,0.4,1.0,2700,0,22,6
16552,prod9,Client2,7,10818,29,11600,0.4,1.0,900,0,22,6
16553,prod1,Client2,7,10818,29,11600,0.4,1.0,7000,0,22,6
16554,prod12,Client8,7,10819,12,5400,0.4,0.4,400,20,32,3
16555,prod1,Client8,7,10819,12,5400,0.4,0.4,1400,20,32,3
16556,prod12,Client8,7,10819,12,5400,0.4,0.4,3600,20,32,3
16557,prod2,Client5,7,10820,21,9500,0.6,0.0,500,18,56,3
16558,prod13,Client5,7,10820,21,9500,0.6,0.0,2000,18,56,3
16559,prod1,Client5,7,10820,21,9500,0.6,0.0,7000,18,56,3
16560,prod3,Client0,7,10821,10,6000,0.6,0.2,300,20,13,1
16561,prod12,Client0,7,10821,10,6000,0.6,0.2,800,20,13,1
16562,prod1,Client0,7,10821,10,6000,0.6,0.2,4900,20,13,1
16563,prod3,Client0,7,10822,14,8600,0.0,0.2,300,20,1,0
16564,prod1,Client0,7,10822,14,8600,0.0,0.2,7700,20,1,0
16565,prod3,Client0,7,10822,14,8600,0.0,0.2,600,20,1,0
16566,prod1,Client0,7,10823,10,8200,0.8,0.6,700,12,38,6
16567,prod2,Client0,7,10823,10,8200,0.8,0.6,1500,12,38,6
16568,prod15,Client0,7,10823,10,8200,0.8,0.6,1000,12,38,6
16569,prod15,Client0,7,10823,10,8200,0.8,0.6,5000,12,38,6
16570,prod5,Client8,7,10824,23,14100,0.6,0.4,900,23,44,0
16571,prod3,Client8,7,10824,23,14100,0.6,0.4,2400,23,44,0
16572,prod13,Client8,7,10824,23,14100,0.6,0.4,800,23,44,0
16573,prod10,Client8,7,10824,23,14100,0.6,0.4,10000,23,44,0
16574,prod3,Client0,7,10825,6,2900,0.2,0.4,300,16,49,4
16575,prod15,Client0,7,10825,6,2900,0.2,0.4,1000,16,49,4
16576,prod12,Client0,7,10825,6,2900,0.2,0.4,1600,16,49,4
16577,prod1,Client1,7,10826,28,13900,0.4,0.6,700,21,39,5
16578,prod1,Client1,7,10826,28,13900,0.4,0.6,5600,21,39,5
16579,prod12,Client1,7,10826,28,13900,0.4,0.6,4000,21,39,5
16580,prod12,Client1,7,10826,28,13900,0.4,0.6,3600,21,39,5
16581,prod13,Client4,7,10827,14,11700,0.8,0.8,200,6,52,6
16582,prod1,Client4,7,10827,14,11700,0.8,0.8,3500,6,52,6
16583,prod10,Client4,7,10827,14,11700,0.8,0.8,8000,6,52,6
16584,prod13,Client9,7,10828,10,5700,0.4,0.8,200,7,14,3
16585,prod1,Client9,7,10828,10,5700,0.4,0.8,4900,7,14,3
16586,prod3,Client9,7,10828,10,5700,0.4,0.8,600,7,14,3
16587,prod1,Client3,7,10829,17,10400,0.2,1.0,700,7,22,2
16588,prod7,Client3,7,10829,17,10400,0.2,1.0,2000,7,22,2
16589,prod1,Client3,7,10829,17,10400,0.2,1.0,5600,7,22,2
16590,prod1,Client3,7,10829,17,10400,0.2,1.0,2100,7,22,2
16591,prod1,Client9,7,10830,12,9500,0.8,0.6,700,16,16,2
16592,prod4,Client9,7,10830,12,9500,0.8,0.6,8800,16,16,2
16593,prod1,Client8,7,10831,11,10700,0.6,0.4,700,12,17,4
16594,prod10,Client8,7,10831,11,10700,0.6,0.4,10000,12,17,4
16595,prod11,Client9,7,10832,9,6600,0.6,0.4,600,8,12,2
16596,prod2,Client9,7,10832,9,6600,0.6,0.4,2000,8,12,2
16597,prod15,Client9,7,10832,9,6600,0.6,0.4,4000,8,12,2
16598,prod15,Client2,7,10833,10,8400,0.6,0.2,1000,11,47,0
16599,prod13,Client2,7,10833,10,8400,0.6,0.2,200,11,47,0
16600,prod4,Client2,7,10833,10,8400,0.6,0.2,3200,11,47,0
16601,prod15,Client2,7,10833,10,8400,0.6,0.2,4000,11,47,0
16602,prod1,Client1,7,10834,21,8100,0.6,0.4,700,13,53,2
16603,prod14,Client1,7,10834,21,8100,0.6,0.4,600,13,53,2
16604,prod9,Client1,7,10834,21,8100,0.6,0.4,500,13,53,2
16605,prod1,Client1,7,10834,21,8100,0.6,0.4,6300,13,53,2
16606,prod2,Client5,7,10835,16,9800,0.8,0.4,500,14,37,3
16607,prod1,Client5,7,10835,16,9800,0.8,0.4,7700,14,37,3
16608,prod12,Client5,7,10835,16,9800,0.8,0.4,1600,14,37,3
16609,prod10,Client0,7,10836,22,15100,1.0,0.4,1000,13,12,2
16610,prod1,Client0,7,10836,22,15100,1.0,0.4,2100,13,12,2
16611,prod2,Client0,7,10836,22,15100,1.0,0.4,4000,13,12,2
16612,prod4,Client0,7,10836,22,15100,1.0,0.4,8000,13,12,2
16613,prod12,Client0,7,10837,14,4700,0.6,0.2,400,18,45,0
16614,prod12,Client0,7,10837,14,4700,0.6,0.2,4000,18,45,0
16615,prod14,Client0,7,10837,14,4700,0.6,0.2,300,18,45,0
16616,prod3,Client0,7,10838,12,2600,0.8,0.2,300,12,56,1
16617,prod3,Client0,7,10838,12,2600,0.8,0.2,300,12,56,1
16618,prod13,Client0,7,10838,12,2600,0.8,0.2,2000,12,56,1
16619,prod1,Client4,7,10839,8,7700,0.2,0.6,700,8,22,2
16620,prod15,Client4,7,10839,8,7700,0.2,0.6,7000,8,22,2
16621,prod1,Client2,7,10840,8,7700,0.2,0.4,700,18,27,4
16622,prod10,Client2,7,10840,8,7700,0.2,0.4,7000,18,27,4
16623,prod3,Client0,7,10841,12,3300,0.6,0.4,300,15,27,6
16624,prod13,Client0,7,10841,12,3300,0.6,0.4,1400,15,27,6
16625,prod12,Client0,7,10841,12,3300,0.6,0.4,1600,15,27,6
16626,prod13,Client0,7,10842,12,3200,0.2,0.2,200,16,5,6
16627,prod13,Client0,7,10842,12,3200,0.2,0.2,1800,16,5,6
16628,prod11,Client0,7,10842,12,3200,0.2,0.2,1200,16,5,6
16629,prod9,Client1,7,10843,9,4100,0.2,0.6,100,21,40,5
16630,prod5,Client1,7,10843,9,4100,0.2,0.6,3600,21,40,5
16631,prod9,Client1,7,10843,9,4100,0.2,0.6,400,21,40,5
16632,prod9,Client0,7,10844,8,1600,0.6,0.2,100,17,46,5
16633,prod5,Client0,7,10844,8,1600,0.6,0.2,900,17,46,5
16634,prod14,Client0,7,10844,8,1600,0.6,0.2,600,17,46,5
16635,prod4,Client2,7,10845,18,7100,0.8,0.6,800,16,32,5
16636,prod3,Client2,7,10845,18,7100,0.8,0.6,1500,16,32,5
16637,prod15,Client2,7,10845,18,7100,0.8,0.6,4000,16,32,5
16638,prod9,Client2,7,10845,18,7100,0.8,0.6,800,16,32,5
16639,prod2,Client0,7,10846,14,4700,0.6,0.6,500,13,21,0
16640,prod6,Client0,7,10846,14,4700,0.6,0.6,2400,13,21,0
16641,prod13,Client0,7,10846,14,4700,0.6,0.6,1800,13,21,0
16642,prod13,Client6,7,10847,9,3700,0.8,0.4,200,18,50,1
16643,prod1,Client6,7,10847,9,3700,0.8,0.4,700,18,50,1
16644,prod12,Client6,7,10847,9,3700,0.8,0.4,2800,18,50,1
16645,prod14,Client0,7,10848,15,8600,0.4,0.4,100,17,22,4
16646,prod15,Client0,7,10848,15,8600,0.4,0.4,3000,17,22,4
16647,prod2,Client0,7,10848,15,8600,0.4,0.4,5500,17,22,4
16648,prod15,Client9,7,10849,12,5100,0.4,0.2,1000,20,3,2
16649,prod14,Client9,7,10849,12,5100,0.4,0.2,300,20,3,2
16650,prod1,Client9,7,10849,12,5100,0.4,0.2,1400,20,3,2
16651,prod12,Client9,7,10849,12,5100,0.4,0.2,2400,20,3,2
16652,prod11,Client4,7,10850,14,9200,0.4,0.8,600,12,39,2
16653,prod10,Client4,7,10850,14,9200,0.4,0.8,2000,12,39,2
16654,prod6,Client4,7,10850,14,9200,0.4,0.8,6600,12,39,2
16655,prod12,Client2,7,10851,21,6400,0.8,1.0,400,20,8,0
16656,prod12,Client2,7,10851,21,6400,0.8,1.0,4000,20,8,0
16657,prod8,Client2,7,10851,21,6400,0.8,1.0,2000,20,8,0
16658,prod15,Client1,7,10852,13,5400,0.0,0.2,1000,11,44,6
16659,prod2,Client1,7,10852,13,5400,0.0,0.2,1500,11,44,6
16660,prod11,Client1,7,10852,13,5400,0.0,0.2,2400,11,44,6
16661,prod14,Client1,7,10852,13,5400,0.0,0.2,500,11,44,6
16662,prod13,Client8,7,10853,16,8600,0.8,0.4,200,8,5,3
16663,prod12,Client8,7,10853,16,8600,0.8,0.4,2800,8,5,3
16664,prod1,Client8,7,10853,16,8600,0.8,0.4,5600,8,5,3
16665,prod3,Client8,7,10854,10,4200,0.4,0.4,300,13,18,4
16666,prod3,Client8,7,10854,10,4200,0.4,0.4,1800,13,18,4
16667,prod1,Client8,7,10854,10,4200,0.4,0.4,2100,13,18,4
16668,prod12,Client0,7,10855,11,2400,0.4,0.2,400,13,32,5
16669,prod13,Client0,7,10855,11,2400,0.4,0.2,1200,13,32,5
16670,prod13,Client0,7,10855,11,2400,0.4,0.2,800,13,32,5
16671,prod1,Client5,7,10856,4,3100,0.4,0.6,700,11,46,2
16672,prod4,Client5,7,10856,4,3100,0.4,0.6,2400,11,46,2
16673,prod5,Client0,7,10857,6,5900,1.0,0.2,900,9,43,5
16674,prod10,Client0,7,10857,6,5900,1.0,0.2,5000,9,43,5
16675,prod3,Client8,7,10858,6,2500,0.6,0.4,300,13,55,4
16676,prod12,Client8,7,10858,6,2500,0.6,0.4,1600,13,55,4
16677,prod6,Client8,7,10858,6,2500,0.6,0.4,600,13,55,4
16678,prod4,Client8,7,10859,4,3800,0.4,0.4,800,6,47,6
16679,prod15,Client8,7,10859,4,3800,0.4,0.4,3000,6,47,6
16680,prod10,Client4,7,10860,14,5400,0.0,0.2,1000,17,46,0
16681,prod3,Client4,7,10860,14,5400,0.0,0.2,1200,17,46,0
16682,prod12,Client4,7,10860,14,5400,0.0,0.2,2000,17,46,0
16683,prod3,Client4,7,10860,14,5400,0.0,0.2,1200,17,46,0
16684,prod13,Client0,7,10861,17,6600,0.4,0.6,200,22,37,4
16685,prod12,Client0,7,10861,17,6600,0.4,0.6,3200,22,37,4
16686,prod12,Client0,7,10861,17,6600,0.4,0.6,3200,22,37,4
16687,prod15,Client3,7,10862,26,15600,0.4,0.4,1000,22,17,2
16688,prod13,Client3,7,10862,26,15600,0.4,0.4,1400,22,17,2
16689,prod12,Client3,7,10862,26,15600,0.4,0.4,3200,22,17,2
16690,prod15,Client3,7,10862,26,15600,0.4,0.4,10000,22,17,2
16691,prod15,Client4,7,10863,10,3200,0.6,0.6,1000,17,35,2
16692,prod13,Client4,7,10863,10,3200,0.6,0.6,400,17,35,2
16693,prod8,Client4,7,10863,10,3200,0.6,0.6,1000,17,35,2
16694,prod12,Client4,7,10863,10,3200,0.6,0.6,800,17,35,2
16695,prod6,Client9,7,10864,12,2600,0.4,0.4,600,13,40,6
16696,prod15,Client9,7,10864,12,2600,0.4,0.4,1000,13,40,6
16697,prod14,Client9,7,10864,12,2600,0.4,0.4,1000,13,40,6
16698,prod15,Client0,7,10865,2,1900,0.2,0.4,1000,19,47,0
16699,prod5,Client0,7,10865,2,1900,0.2,0.4,900,19,47,0
16700,prod7,Client8,7,10866,12,4200,0.8,0.6,400,20,1,5
16701,prod3,Client8,7,10866,12,4200,0.8,0.6,1800,20,1,5
16702,prod12,Client8,7,10866,12,4200,0.8,0.6,2000,20,1,5
16703,prod12,Client8,7,10867,6,3900,1.0,0.8,400,16,29,4
16704,prod1,Client8,7,10867,6,3900,1.0,0.8,2100,16,29,4
16705,prod1,Client8,7,10867,6,3900,1.0,0.8,1400,16,29,4
16706,prod9,Client0,7,10868,16,5800,0.4,0.4,100,21,1,5
16707,prod6,Client0,7,10868,16,5800,0.4,0.4,2400,21,1,5
16708,prod3,Client0,7,10868,16,5800,0.4,0.4,3300,21,1,5
16709,prod3,Client0,7,10869,21,8300,0.4,0.4,300,11,49,5
16710,prod12,Client0,7,10869,21,8300,0.4,0.4,4000,11,49,5
16711,prod12,Client0,7,10869,21,8300,0.4,0.4,4000,11,49,5
16712,prod15,Client0,7,10870,8,7300,1.0,0.8,1000,21,49,1
16713,prod5,Client0,7,10870,8,7300,1.0,0.8,6300,21,49,1
16714,prod2,Client4,7,10871,9,7100,0.2,0.8,500,19,25,6
16715,prod15,Client4,7,10871,9,7100,0.2,0.8,6000,19,25,6
16716,prod3,Client4,7,10871,9,7100,0.2,0.8,600,19,25,6
16717,prod4,Client0,7,10872,32,17700,0.2,0.2,800,18,7,4
16718,prod2,Client0,7,10872,32,17700,0.2,0.2,5500,18,7,4
16719,prod5,Client0,7,10872,32,17700,0.2,0.2,8100,18,7,4
16720,prod3,Client0,7,10872,32,17700,0.2,0.2,3300,18,7,4
16721,prod12,Client8,7,10873,19,11800,0.8,0.8,400,17,3,0
16722,prod5,Client8,7,10873,19,11800,0.8,0.8,9000,17,3,0
16723,prod3,Client8,7,10873,19,11800,0.8,0.8,2400,17,3,0
16724,prod13,Client9,7,10874,11,4800,0.2,0.6,200,18,21,0
16725,prod15,Client9,7,10874,11,4800,0.2,0.6,4000,18,21,0
16726,prod9,Client9,7,10874,11,4800,0.2,0.6,600,18,21,0
16727,prod12,Client9,7,10875,12,9600,0.8,0.8,400,22,50,2
16728,prod4,Client9,7,10875,12,9600,0.8,0.8,7200,22,50,2
16729,prod15,Client9,7,10875,12,9600,0.8,0.8,2000,22,50,2
16730,prod9,Client8,7,10876,15,4900,0.6,0.4,100,21,17,0
16731,prod1,Client8,7,10876,15,4900,0.6,0.4,2800,21,17,0
16732,prod13,Client8,7,10876,15,4900,0.6,0.4,2000,21,17,0
16733,prod12,Client8,7,10877,11,8400,0.2,0.8,400,4,12,1
16734,prod15,Client8,7,10877,11,8400,0.2,0.8,5000,4,12,1
16735,prod11,Client8,7,10877,11,8400,0.2,0.8,3000,4,12,1
16736,prod2,Client3,7,10878,20,8100,0.4,0.8,500,12,49,3
16737,prod12,Client3,7,10878,20,8100,0.4,0.8,3200,12,49,3
16738,prod7,Client3,7,10878,20,8100,0.4,0.8,4400,12,49,3
16739,prod3,Client0,7,10879,7,1400,0.8,0.6,300,15,23,4
16740,prod9,Client0,7,10879,7,1400,0.8,0.6,500,15,23,4
16741,prod11,Client0,7,10879,7,1400,0.8,0.6,600,15,23,4
16742,prod15,Client1,7,10880,23,6700,0.6,0.4,1000,15,55,4
16743,prod12,Client1,7,10880,23,6700,0.6,0.4,3600,15,55,4
16744,prod3,Client1,7,10880,23,6700,0.6,0.4,1200,15,55,4
16745,prod9,Client1,7,10880,23,6700,0.6,0.4,900,15,55,4
16746,prod3,Client6,7,10881,8,4400,0.6,0.4,300,22,4,2
16747,prod2,Client6,7,10881,8,4400,0.6,0.4,500,22,4,2
16748,prod6,Client6,7,10881,8,4400,0.6,0.4,3600,22,4,2
16749,prod1,Client4,7,10882,6,5700,1.0,0.2,700,14,48,6
16750,prod10,Client4,7,10882,6,5700,1.0,0.2,5000,14,48,6
16751,prod5,Client5,7,10883,24,15600,0.2,0.0,900,0,34,5
16752,prod1,Client5,7,10883,24,15600,0.2,0.0,6300,0,34,5
16753,prod15,Client5,7,10883,24,15600,0.2,0.0,6000,0,34,5
16754,prod3,Client5,7,10883,24,15600,0.2,0.0,2400,0,34,5
16755,prod1,Client3,7,10884,9,8700,0.6,0.4,700,9,30,5
16756,prod10,Client3,7,10884,9,8700,0.6,0.4,8000,9,30,5
16757,prod4,Client8,7,10885,5,4100,0.2,1.0,800,23,36,0
16758,prod11,Client8,7,10885,5,4100,0.2,1.0,600,23,36,0
16759,prod1,Client8,7,10885,5,4100,0.2,1.0,700,23,36,0
16760,prod15,Client8,7,10885,5,4100,0.2,1.0,2000,23,36,0
16761,prod15,Client4,7,10886,10,10000,0.8,0.0,1000,9,1,5
16762,prod15,Client4,7,10886,10,10000,0.8,0.0,9000,9,1,5
16763,prod1,Client2,7,10887,3,2300,0.4,0.6,700,13,44,2
16764,prod4,Client2,7,10887,3,2300,0.4,0.6,1600,13,44,2
16765,prod13,Client0,7,10888,14,6200,0.8,0.6,200,17,27,5
16766,prod12,Client0,7,10888,14,6200,0.8,0.6,2000,17,27,5
16767,prod2,Client0,7,10888,14,6200,0.8,0.6,4000,17,27,5
16768,prod15,Client1,7,10889,9,9000,1.0,0.2,1000,16,48,5
16769,prod15,Client1,7,10889,9,9000,1.0,0.2,8000,16,48,5
16770,prod12,Client8,7,10890,3,1500,0.4,0.6,400,11,9,2
16771,prod12,Client8,7,10890,3,1500,0.4,0.6,400,11,9,2
16772,prod1,Client8,7,10890,3,1500,0.4,0.6,700,11,9,2
16773,prod4,Client0,7,10891,8,4100,0.2,0.4,800,14,59,0
16774,prod11,Client0,7,10891,8,4100,0.2,0.4,600,14,59,0
16775,prod2,Client0,7,10891,8,4100,0.2,0.4,1500,14,59,0
16776,prod12,Client0,7,10891,8,4100,0.2,0.4,1200,14,59,0
16777,prod13,Client8,7,10892,10,6800,0.6,0.4,200,16,32,6
16778,prod12,Client8,7,10892,10,6800,0.6,0.4,1200,16,32,6
16779,prod5,Client8,7,10892,10,6800,0.6,0.4,5400,16,32,6
16780,prod12,Client8,7,10893,13,5200,0.8,0.6,400,21,11,4
16781,prod12,Client8,7,10893,13,5200,0.8,0.6,2400,21,11,4
16782,prod7,Client8,7,10893,13,5200,0.8,0.6,2400,21,11,4
16783,prod10,Client0,7,10894,25,12800,0.8,0.0,1000,23,38,4
16784,prod13,Client0,7,10894,25,12800,0.8,0.0,1400,23,38,4
16785,prod8,Client0,7,10894,25,12800,0.8,0.0,1400,23,38,4
16786,prod5,Client0,7,10894,25,12800,0.8,0.0,9000,23,38,4
16787,prod14,Client8,7,10895,15,9100,0.8,0.6,100,20,27,4
16788,prod1,Client8,7,10895,15,9100,0.8,0.6,4200,20,27,4
16789,prod6,Client8,7,10895,15,9100,0.8,0.6,4800,20,27,4
16790,prod3,Client2,7,10896,18,11000,0.4,0.6,300,4,31,6
16791,prod2,Client2,7,10896,18,11000,0.4,0.6,3000,4,31,6
16792,prod1,Client2,7,10896,18,11000,0.4,0.6,7700,4,31,6
16793,prod2,Client2,7,10897,9,5700,0.6,0.4,500,20,56,0
16794,prod13,Client2,7,10897,9,5700,0.6,0.4,400,20,56,0
16795,prod4,Client2,7,10897,9,5700,0.6,0.4,4800,20,56,0
16796,prod13,Client5,7,10898,10,8800,0.4,0.6,200,11,40,2
16797,prod4,Client5,7,10898,10,8800,0.4,0.6,1600,11,40,2
16798,prod10,Client5,7,10898,10,8800,0.4,0.6,7000,11,40,2
16799,prod12,Client2,7,10899,11,8300,0.6,0.4,400,9,36,6
16800,prod1,Client2,7,10899,11,8300,0.6,0.4,4900,9,36,6
16801,prod15,Client2,7,10899,11,8300,0.6,0.4,3000,9,36,6
16802,prod3,Client3,7,10900,21,14500,0.8,1.0,600,8,5,6
16803,prod5,Client3,7,10900,21,14500,0.8,1.0,9900,8,5,6
16804,prod2,Client3,7,10900,21,14500,0.8,1.0,4000,8,5,6
16805,prod3,Client0,7,10901,5,1600,0.6,0.8,300,13,32,6
16806,prod15,Client0,7,10901,5,1600,0.6,0.8,1000,13,32,6
16807,prod14,Client0,7,10901,5,1600,0.6,0.8,300,13,32,6
16808,prod4,Client9,7,10902,26,21200,0.8,0.6,800,10,21,6
16809,prod12,Client9,7,10902,26,21200,0.8,0.6,1600,10,21,6
16810,prod4,Client9,7,10902,26,21200,0.8,0.6,8800,10,21,6
16811,prod15,Client9,7,10902,26,21200,0.8,0.6,10000,10,21,6
16812,prod9,Client8,7,10903,12,3200,0.8,0.4,100,16,49,5
16813,prod3,Client8,7,10903,12,3200,0.8,0.4,3000,16,49,5
16814,prod14,Client8,7,10903,12,3200,0.8,0.4,100,16,49,5
16815,prod10,Client9,7,10904,6,6000,0.4,0.4,1000,16,48,6
16816,prod15,Client9,7,10904,6,6000,0.4,0.4,5000,16,48,6
16817,prod3,Client8,7,10905,12,11000,0.4,0.2,300,22,9,1
16818,prod15,Client8,7,10905,12,11000,0.4,0.2,10000,22,9,1
16819,prod1,Client8,7,10905,12,11000,0.4,0.2,700,22,9,1
16820,prod6,Client7,7,10906,6,2900,0.2,0.2,600,6,43,4
16821,prod12,Client7,7,10906,6,2900,0.2,0.2,1600,6,43,4
16822,prod1,Client7,7,10906,6,2900,0.2,0.2,700,6,43,4
16823,prod12,Client0,7,10907,13,7600,0.8,1.0,400,14,37,5
16824,prod1,Client0,7,10907,13,7600,0.8,1.0,7000,14,37,5
16825,prod14,Client0,7,10907,13,7600,0.8,1.0,200,14,37,5
16826,prod5,Client0,7,10908,24,12500,0.6,0.6,900,14,45,5
16827,prod12,Client0,7,10908,24,12500,0.6,0.6,4000,14,45,5
16828,prod15,Client0,7,10908,24,12500,0.6,0.6,4000,14,45,5
16829,prod12,Client0,7,10908,24,12500,0.6,0.6,3600,14,45,5
16830,prod11,Client2,7,10909,16,8200,0.2,0.8,600,19,23,6
16831,prod11,Client2,7,10909,16,8200,0.2,0.8,4800,19,23,6
16832,prod7,Client2,7,10909,16,8200,0.2,0.8,2800,19,23,6
16833,prod14,Client0,7,10910,9,2100,0.6,0.6,100,21,8,0
16834,prod12,Client0,7,10910,9,2100,0.6,0.6,800,21,8,0
16835,prod13,Client0,7,10910,9,2100,0.6,0.6,1200,21,8,0
16836,prod2,Client0,7,10911,10,8900,0.6,0.4,500,22,37,6
16837,prod1,Client0,7,10911,10,8900,0.6,0.4,1400,22,37,6
16838,prod10,Client0,7,10911,10,8900,0.6,0.4,7000,22,37,6
16839,prod13,Client3,7,10912,16,8200,0.6,0.4,200,21,57,1
16840,prod12,Client3,7,10912,16,8200,0.6,0.4,2000,21,57,1
16841,prod6,Client3,7,10912,16,8200,0.6,0.4,6000,21,57,1
16842,prod3,Client1,7,10913,16,9300,0.6,1.0,300,11,49,5
16843,prod12,Client1,7,10913,16,9300,0.6,1.0,3600,11,49,5
16844,prod5,Client1,7,10913,16,9300,0.6,1.0,5400,11,49,5
16845,prod2,Client6,7,10914,19,11700,0.6,0.6,500,10,35,5
16846,prod1,Client6,7,10914,19,11700,0.6,0.6,7700,10,35,5
16847,prod2,Client6,7,10914,19,11700,0.6,0.6,3500,10,35,5
16848,prod5,Client0,7,10915,11,5400,0.6,0.8,900,8,29,6
16849,prod13,Client0,7,10915,11,5400,0.6,0.8,1200,8,29,6
16850,prod3,Client0,7,10915,11,5400,0.6,0.8,300,8,29,6
16851,prod15,Client0,7,10915,11,5400,0.6,0.8,3000,8,29,6
16852,prod3,Client1,7,10916,9,7700,0.4,0.2,300,8,37,1
16853,prod15,Client1,7,10916,9,7700,0.4,0.2,7000,8,37,1
16854,prod7,Client1,7,10916,9,7700,0.4,0.2,400,8,37,1
