,OrderID,MonthNum,ClientName,Prods,QtyOrdered,Sales,CliSentiAvg,SpSentiAvg
3037,4038,2,Client8,"prod13,prod1,prod10",16,12200,0.2,1.0
3038,4039,2,Client2,"prod11,prod13,prod1",13,5500,0.2,0.6
3039,4040,2,Client1,"prod12,prod2,prod11",13,6800,0.4,0.6
3040,4041,2,Client0,"prod14,prod10,prod7",14,11900,0.4,0.6
3041,4042,2,Client8,"prod13,prod4,prod10",20,17000,0.4,0.8
3042,4043,2,Client1,"prod12,prod15,prod3",10,4500,0.2,0.8
3043,4044,2,Client5,"prod3,prod11,prod14",21,7800,0.2,0.4
3044,4045,2,Client1,"prod13,prod13,prod1",13,8100,0.4,0.8
3045,4046,2,Client0,"prod10,prod9,prod13,prod12",12,3700,0.4,0.8
3046,4047,2,Client2,"prod6,prod14,prod13",13,2300,0.4,0.4
3047,4048,2,Client2,"prod2,prod10,prod9",13,8000,0.6,0.2
3048,4049,2,Client8,"prod15,prod15",12,12000,0.2,0.4
3049,4050,2,Client0,"prod5,prod7,prod9,prod13",22,5800,0.4,0.4
3050,4051,2,Client6,"prod2,prod1,prod11",20,12700,0.2,0.2
3051,4052,2,Client5,"prod2,prod13,prod12",21,6700,0.2,0.8
3052,4053,2,Client0,"prod2,prod2,prod14",10,2200,0.4,0.4
3053,4054,2,Client0,"prod12,prod9,prod15",18,9300,0.4,0.4
3054,4055,2,Client1,"prod5,prod3,prod15,prod2",21,15400,0.2,0.0
3055,4056,2,Client9,"prod2,prod9,prod11",17,4600,0.2,0.2
3056,4057,2,Client4,"prod13,prod3,prod14",12,1500,0.2,0.6
3057,4058,2,Client8,"prod13,prod11,prod3",13,5900,0.2,0.4
3058,4059,2,Client4,"prod3,prod2,prod6",8,3900,0.4,0.6
3059,4060,2,Client8,"prod11,prod9,prod5",8,5300,0.6,0.2
3060,4061,2,Client0,"prod2,prod1,prod8",16,6000,0.0,0.6
3061,4062,2,Client1,"prod2,prod4,prod15",11,9300,0.2,0.6
3062,4063,2,Client9,"prod2,prod11,prod2",20,10900,0.4,0.4
3063,4064,2,Client5,"prod7,prod3,prod7",18,6100,0.4,0.4
3064,4065,2,Client0,"prod12,prod14,prod8",13,1900,0.4,0.8
3065,4066,2,Client2,"prod10,prod4",10,8200,0.0,0.8
3066,4067,2,Client8,"prod9,prod13,prod12",10,2300,0.2,0.0
3067,4068,2,Client8,"prod15,prod2,prod14,prod14",11,2400,0.4,0.4
3068,4069,2,Client6,"prod14,prod5,prod8",7,2700,0.2,0.8
3069,4070,2,Client0,"prod3,prod14,prod7",10,2700,0.2,0.8
3070,4071,2,Client2,"prod15,prod12,prod5,prod10",17,14400,0.2,0.2
3071,4072,2,Client0,"prod9,prod2,prod10",7,4100,0.4,0.8
3072,4073,2,Client0,"prod14,prod3,prod7",8,2700,0.6,0.6
3073,4074,2,Client8,"prod13,prod1,prod3",12,3900,0.4,0.2
3074,4075,2,Client2,"prod1,prod12,prod8,prod9",32,8100,0.2,0.4
3075,4076,2,Client8,"prod15,prod11,prod3,prod11",25,13600,0.4,0.6
3076,4077,2,Client1,"prod10,prod9,prod15,prod12",15,7500,0.2,0.8
3077,4078,2,Client8,"prod4,prod1,prod10,prod10",25,22700,0.4,0.4
3078,4079,2,Client0,"prod15,prod7,prod13,prod3",17,5500,0.4,0.6
3079,4080,2,Client4,"prod4,prod1,prod4,prod11",8,5900,0.6,0.4
3080,4081,2,Client8,"prod11,prod5,prod2",15,8800,0.2,0.8
3081,4082,2,Client2,"prod15,prod4",7,5800,0.4,0.0
3082,4083,2,Client0,"prod4,prod1,prod13,prod3",13,7300,0.4,0.2
3083,4084,2,Client5,"prod5,prod2,prod14,prod3",23,7300,0.4,0.8
3084,4085,2,Client8,"prod1,prod15",9,8700,0.4,0.6
3085,4086,2,Client0,"prod13,prod12,prod10",13,11000,0.4,0.0
3086,4087,2,Client9,"prod12,prod9,prod2",9,2000,0.4,0.4
3087,4088,2,Client0,"prod13,prod10,prod4",22,19200,0.6,0.4
3088,4089,2,Client8,"prod6,prod11,prod4",9,6200,0.4,0.6
3089,4090,2,Client0,"prod2,prod14,prod15",12,7000,0.2,0.2
3090,4091,2,Client9,"prod1,prod6,prod4,prod3",18,8600,0.4,0.4
3091,4092,2,Client0,"prod10,prod5",3,2800,0.4,0.4
3092,4093,2,Client0,"prod10,prod13,prod13,prod1",21,6000,0.4,0.6
3093,4094,2,Client3,"prod2,prod1,prod2",20,12200,0.6,0.4
3094,4095,2,Client9,"prod12,prod11,prod15",20,15000,0.4,0.6
3095,4096,2,Client8,"prod12,prod1,prod2",13,8400,0.4,0.6
3096,4097,2,Client8,"prod3,prod7,prod4",14,9100,0.4,0.6
3097,4098,2,Client1,"prod9,prod14,prod9",20,2000,0.2,0.2
3098,4099,2,Client8,"prod13,prod2,prod10",10,5200,0.4,0.6
3099,4100,2,Client2,"prod15,prod2,prod2,prod2",26,13500,0.4,0.4
3100,4101,2,Client0,"prod15,prod15",10,10000,0.4,1.0
3101,4102,2,Client2,"prod3,prod2,prod1",8,4800,0.4,0.4
3102,4103,2,Client8,"prod14,prod3,prod5",20,12400,0.4,0.6
3103,4104,2,Client0,"prod8,prod2,prod13",17,5800,0.4,0.4
3104,4105,2,Client0,"prod15,prod1,prod10,prod12",24,19200,0.2,1.0
3105,4106,2,Client3,"prod13,prod5,prod15",7,6000,0.2,0.4
3106,4107,2,Client1,"prod2,prod2,prod10",12,9000,0.2,0.4
3107,4108,2,Client0,"prod3,prod2,prod5",16,9400,0.4,0.8
3108,4109,2,Client3,"prod10,prod8,prod4,prod15",12,10400,0.0,0.8
3109,4110,2,Client4,"prod12,prod13,prod1",18,8800,0.2,0.6
3110,4111,2,Client4,"prod15,prod2,prod1,prod10",15,12600,0.2,0.2
3111,4112,2,Client4,"prod2,prod2,prod13",12,4200,0.2,0.6
3112,4113,2,Client9,"prod2,prod1,prod3",18,9200,0.2,0.6
3113,4114,2,Client2,"prod1,prod11,prod15,prod15",21,17900,0.2,0.0
3114,4115,2,Client2,"prod9,prod4,prod2",21,13100,0.4,0.6
3115,4116,2,Client9,"prod7,prod12,prod5",7,3800,0.0,0.6
3116,4117,2,Client0,"prod2,prod13,prod12",18,5100,0.4,0.4
3117,4118,2,Client8,"prod11,prod10,prod5",17,15500,0.4,0.2
3118,4119,2,Client0,"prod10,prod10",3,3000,0.2,0.4
3119,4120,2,Client1,"prod11,prod7,prod10",5,4000,0.4,0.4
3120,4121,2,Client0,"prod13,prod12,prod15",13,6800,0.2,0.2
3121,4122,2,Client5,"prod8,prod15,prod3",10,5000,0.2,0.6
3122,4123,2,Client0,"prod15,prod1,prod10,prod13",18,11300,0.0,0.6
3123,4124,2,Client2,"prod3,prod8,prod12",19,5900,0.2,0.4
3124,4125,2,Client8,"prod3,prod3,prod1",7,2500,0.6,0.4
3125,4126,2,Client0,"prod14,prod14,prod3",5,1100,0.2,0.4
3126,4127,2,Client0,"prod2,prod3,prod13",15,4400,0.2,0.4
3127,4128,2,Client8,"prod14,prod3,prod2",15,5900,0.6,0.8
3128,4129,2,Client0,"prod2,prod6,prod1",20,12900,0.4,0.4
3129,4130,2,Client9,"prod5,prod15",2,1900,0.4,0.2
3130,4131,2,Client2,"prod5,prod2,prod10,prod15",20,14400,0.4,0.2
3131,4132,2,Client9,"prod12,prod9,prod1",10,4300,0.4,0.2
3132,4133,2,Client0,"prod5,prod10",9,8900,0.4,0.6
3133,4134,2,Client8,"prod11,prod4,prod1",13,9200,0.2,0.6
3134,4135,2,Client3,"prod2,prod12,prod5",19,11200,0.4,0.0
3135,4136,2,Client1,"prod8,prod4,prod4",15,11400,0.0,0.4
3136,4137,2,Client8,"prod14,prod13,prod3",16,3600,0.2,0.2
3137,4138,2,Client3,"prod10,prod12,prod15,prod14",26,14000,0.4,0.4
3138,4139,2,Client4,"prod12,prod1,prod5",14,10300,0.2,0.4
3139,4140,2,Client8,"prod12,prod15,prod15",15,14400,0.6,0.8
3140,4141,2,Client4,"prod5,prod2,prod5,prod11",28,18600,0.2,0.4
3141,4142,2,Client0,"prod12,prod11,prod12",13,6800,0.2,0.8
3142,4143,2,Client2,"prod11,prod10,prod5",8,7000,0.4,0.2
3143,4144,2,Client3,"prod14,prod10,prod15",9,8100,0.6,0.4
3144,4145,2,Client9,"prod4,prod3,prod5,prod13",21,10800,0.2,0.6
3145,4146,2,Client0,"prod1,prod15",8,7700,0.2,0.2
3146,4147,2,Client8,"prod1,prod1,prod11,prod2",26,15900,0.2,0.2
3147,4148,2,Client9,"prod1,prod3,prod1,prod5",21,13500,0.0,0.6
3148,4149,2,Client6,"prod3,prod5,prod13",10,7700,0.6,0.4
3149,4150,2,Client6,"prod2,prod10,prod12",10,5900,0.6,0.6
3150,4151,2,Client2,"prod1,prod11,prod2,prod3",20,9300,0.6,0.4
3151,4152,2,Client0,"prod15,prod12,prod4,prod15",14,11400,0.4,0.2
3152,4153,2,Client1,"prod3,prod14,prod12",14,2200,0.4,0.4
3153,4154,2,Client0,"prod2,prod2,prod1",16,10200,0.0,0.6
3154,4155,2,Client0,"prod12,prod3,prod4",13,7500,0.6,0.4
3155,4156,2,Client1,"prod14,prod13,prod2",11,2400,0.2,0.8
3156,4157,2,Client0,"prod12,prod2,prod15",17,10900,0.0,0.6
3157,4158,2,Client8,"prod9,prod2,prod9",9,1300,0.2,0.2
3158,4159,2,Client8,"prod9,prod15,prod4",10,7900,0.4,0.4
3159,4160,2,Client9,"prod9,prod12,prod10",15,11700,0.2,0.6
3160,4161,2,Client0,"prod3,prod1,prod13",18,6700,0.6,0.0
3161,4162,2,Client2,"prod7,prod12,prod13",8,2200,0.0,0.2
3162,4163,2,Client8,"prod1,prod14,prod3,prod4",18,6200,0.4,0.6
3163,4164,2,Client4,"prod2,prod14,prod15",17,12000,0.4,0.2
3164,4165,2,Client0,"prod15,prod2,prod6,prod9",13,6800,0.4,0.6
3165,4166,2,Client6,"prod11,prod3,prod12",10,3800,0.4,0.6
3166,4167,2,Client0,"prod15,prod14,prod15,prod3",27,13500,0.4,0.6
3167,4168,2,Client1,"prod3,prod12,prod8",15,3700,0.2,0.0
3168,4169,2,Client0,"prod15,prod11,prod3,prod4",19,13400,0.4,0.4
3169,4170,2,Client2,"prod14,prod1,prod14",11,4100,0.6,0.6
3170,4171,2,Client2,"prod15,prod13,prod4,prod6",9,4400,0.4,0.4
3171,4172,2,Client9,"prod4,prod4",9,7200,0.4,0.4
3172,4173,2,Client0,"prod15,prod3,prod10,prod14",17,5000,0.2,0.4
3173,4174,2,Client0,"prod9,prod12,prod1",12,6900,0.4,0.6
3174,4175,2,Client4,"prod14,prod15,prod12",18,13200,0.0,0.6
3175,4176,2,Client1,"prod10,prod12,prod3,prod15",13,7800,0.4,0.2
3176,4177,2,Client2,"prod8,prod1,prod14",13,5000,0.4,0.4
3177,4178,2,Client2,"prod15,prod2,prod2,prod5",29,17400,0.4,0.2
3178,4179,2,Client0,"prod12,prod4,prod15",15,12800,0.2,0.6
3179,4180,2,Client2,"prod1,prod3,prod10,prod5",12,10800,0.0,0.2
3180,4181,2,Client9,"prod12,prod14,prod2",11,3000,0.2,0.6
3181,4182,2,Client1,"prod11,prod4,prod4",14,11000,0.2,0.2
3182,4183,2,Client5,"prod2,prod1,prod12",7,3800,0.4,0.4
3183,4184,2,Client1,"prod3,prod9,prod15",11,5800,0.6,0.4
3184,4185,2,Client0,"prod13,prod9,prod10",14,6900,0.4,0.2
3185,4186,2,Client0,"prod4,prod2,prod15,prod3",9,4500,0.0,0.4
3186,4187,2,Client6,"prod13,prod13,prod10",16,11200,0.0,0.2
3187,4188,2,Client6,"prod4,prod12,prod1,prod1",23,13500,0.2,0.4
3188,4189,2,Client8,"prod12,prod1,prod13",13,3300,0.4,0.0
3189,4190,2,Client3,"prod4,prod1,prod15,prod3",19,14700,0.0,0.6
3190,4191,2,Client4,"prod5,prod3,prod3,prod1",15,6700,0.2,0.4
3191,4192,2,Client3,"prod8,prod2,prod3",12,4100,0.4,0.8
3192,4193,2,Client3,"prod15,prod10",9,9000,0.4,0.2
3193,4194,2,Client2,"prod3,prod13,prod14",18,3100,0.2,0.4
3194,4195,2,Client0,"prod12,prod12,prod3",15,5400,0.4,0.2
3195,4196,2,Client2,"prod14,prod15,prod10",11,10100,0.2,0.2
3196,4197,2,Client3,"prod13,prod1,prod13",19,8300,0.4,0.2
3197,4198,2,Client8,"prod12,prod10,prod3",18,10400,0.4,0.6
3198,4199,2,Client8,"prod15,prod5",11,10000,0.0,0.4
3199,4200,2,Client1,"prod3,prod1,prod14",12,3200,0.2,0.6
3200,4201,2,Client0,"prod15,prod12,prod15,prod15",18,16800,0.2,0.6
3201,4202,2,Client1,"prod7,prod6,prod9",15,4800,0.6,0.4
3202,4203,2,Client2,"prod13,prod12,prod3",10,3600,0.4,0.2
3203,4204,2,Client0,"prod1,prod13,prod14,prod4",18,5600,0.0,0.8
3204,4205,2,Client1,"prod8,prod3,prod15",10,6400,0.4,0.6
3205,4206,2,Client2,"prod14,prod15,prod15",11,10100,0.2,0.4
3206,4207,2,Client2,"prod3,prod4,prod14",11,2700,0.4,0.4
3207,4208,2,Client2,"prod12,prod4,prod2",17,9900,0.4,0.2
3208,4209,2,Client2,"prod3,prod12,prod4",13,6300,0.4,0.4
3209,4210,2,Client5,"prod14,prod1,prod10",9,7800,0.2,0.8
3210,4211,2,Client4,"prod14,prod3,prod4",17,9400,0.4,0.0
3211,4212,2,Client0,"prod11,prod2,prod15",13,8600,0.2,0.8
3212,4213,2,Client0,"prod14,prod9,prod7",4,1000,0.4,0.6
3213,4214,2,Client2,"prod14,prod9,prod3",15,2300,0.4,0.6
3214,4215,2,Client0,"prod2,prod15,prod3",12,8700,0.4,0.0
3215,4216,2,Client0,"prod11,prod15,prod2",9,6100,0.6,0.2
3216,4217,2,Client9,"prod14,prod3,prod1",13,4900,0.4,0.6
3217,4218,2,Client0,"prod10,prod12,prod5,prod11",19,13100,0.0,0.6
3218,4219,2,Client0,"prod3,prod13,prod4",14,5900,0.2,0.4
3219,4220,2,Client0,"prod14,prod12,prod12",7,2500,0.4,0.2
3220,4221,2,Client8,"prod5,prod12,prod12,prod1",19,9600,0.2,0.6
3221,4222,2,Client5,"prod11,prod6,prod2",15,8400,0.0,0.4
3222,4223,2,Client8,"prod14,prod7,prod13",13,4100,0.4,0.6
3223,4224,2,Client8,"prod14,prod15,prod6",12,9900,0.4,0.4
3224,4225,2,Client1,"prod14,prod15,prod15",13,12100,0.0,0.6
3225,4226,2,Client0,"prod12,prod12,prod12",3,1200,0.0,0.4
3226,4227,2,Client0,"prod12,prod12,prod7",14,5600,0.4,0.4
3227,4228,2,Client6,"prod11,prod15,prod5",11,9700,0.6,0.4
3228,4229,2,Client2,"prod12,prod3,prod15",22,13700,0.2,0.4
3229,4230,2,Client6,"prod14,prod15,prod13",14,9900,0.2,0.2
3230,4231,2,Client2,"prod4,prod11,prod12,prod3",16,6700,0.4,0.6
3231,4232,2,Client4,"prod15,prod4",11,9000,0.4,0.4
3232,4233,2,Client8,"prod13,prod14,prod12",13,4400,0.0,0.6
3233,4234,2,Client5,"prod14,prod14,prod14",6,600,0.4,0.4
3234,4235,2,Client9,"prod13,prod4,prod2",4,2300,0.2,0.6
3235,4236,2,Client1,"prod15,prod1,prod11,prod1",27,18200,0.4,0.4
3236,4237,2,Client1,"prod10,prod13,prod14,prod10",24,11300,0.0,0.6
3237,4238,2,Client1,"prod5,prod11,prod12,prod1",17,9900,0.4,0.2
3238,4239,2,Client0,"prod1,prod3,prod1,prod9",11,3900,0.4,0.6
3239,4240,2,Client2,"prod15,prod3,prod12,prod3",18,6600,0.2,0.6
3240,4241,2,Client8,"prod1,prod12,prod8,prod3",22,6000,0.4,0.4
3241,4242,2,Client6,"prod1,prod14,prod2,prod12",20,6800,0.2,0.2
3242,4243,2,Client0,"prod12,prod9,prod6",10,3800,0.2,0.4
3243,4244,2,Client0,"prod14,prod2,prod1",5,2700,0.4,0.4
3244,4245,2,Client4,"prod2,prod2,prod11",10,5600,0.4,0.0
3245,4246,2,Client9,"prod11,prod12,prod2",15,6800,0.4,0.6
3246,4247,2,Client2,"prod15,prod5",6,5500,0.4,0.2
3247,4248,2,Client8,"prod7,prod3,prod5",8,5500,0.0,0.4
3248,4249,2,Client4,"prod1,prod6,prod5,prod15",14,13000,0.4,0.0
3249,4250,2,Client6,"prod2,prod1,prod14",14,8400,0.2,0.2
3250,4251,2,Client5,"prod3,prod12,prod11",9,3700,0.4,0.4
3251,4252,2,Client5,"prod5,prod1,prod14,prod14",15,3500,0.2,0.2
3252,4253,2,Client9,"prod12,prod10,prod15",13,12400,0.4,0.0
3253,4254,2,Client1,"prod4,prod15",11,10800,0.2,0.2
3254,4255,2,Client9,"prod7,prod3,prod10",16,7700,0.6,0.4
3255,4256,2,Client0,"prod10,prod7,prod1,prod5",20,13100,0.4,0.4
3256,4257,2,Client4,"prod1,prod12,prod5,prod4",25,18700,0.2,0.2
3257,4258,2,Client6,"prod4,prod4",2,1600,0.4,0.6
3258,4259,2,Client3,"prod9,prod15,prod1",22,17800,0.2,0.6
3259,4260,2,Client0,"prod13,prod14,prod2",15,4400,0.4,0.4
3260,4261,2,Client9,"prod4,prod10",3,2800,0.4,0.0
3261,4262,2,Client0,"prod10,prod12,prod10,prod5",23,18600,0.2,0.6
3262,4263,2,Client1,"prod2,prod15,prod9",10,7700,0.6,0.6
3263,4264,2,Client0,"prod2,prod14,prod14",16,2000,0.0,0.6
3264,4265,2,Client4,"prod12,prod2,prod13",20,7500,0.4,0.6
3265,4266,2,Client9,"prod5,prod13,prod2,prod1",8,4900,0.2,0.2
3266,4267,2,Client9,"prod2,prod10,prod12",11,6300,0.4,0.6
3267,4268,2,Client0,"prod13,prod13,prod15",4,2400,0.0,0.6
3268,4269,2,Client8,"prod12,prod12,prod15",7,5800,0.2,0.4
3269,4270,2,Client3,"prod1,prod6,prod1,prod14",18,7600,0.2,0.2
3270,4271,2,Client8,"prod1,prod4",8,6300,0.2,0.8
3271,4272,2,Client0,"prod14,prod15,prod15",16,15100,0.4,0.2
3272,4273,2,Client2,"prod3,prod12,prod5",16,9800,0.2,0.2
3273,4274,2,Client8,"prod12,prod1,prod10",13,10600,0.4,0.2
3274,4275,2,Client4,"prod15,prod5",10,9100,0.4,0.8
3275,4276,2,Client2,"prod5,prod15",10,9900,0.6,0.2
3276,4277,2,Client0,"prod1,prod10",7,6700,0.6,0.4
3277,4278,2,Client0,"prod2,prod12,prod3",8,2700,0.2,0.6
3278,4279,2,Client1,"prod2,prod14,prod2",15,4300,0.4,0.6
3279,4280,2,Client8,"prod1,prod4",7,5500,0.6,0.4
3280,4281,2,Client1,"prod10,prod1,prod12,prod2",15,9100,0.2,0.2
3281,4282,2,Client9,"prod2,prod15,prod15",19,18500,0.4,0.2
3282,4283,2,Client0,"prod14,prod9,prod3",13,1500,0.2,0.2
3283,4284,2,Client3,"prod14,prod1,prod3",11,5900,0.2,0.4
3284,4285,2,Client0,"prod15,prod10",9,9000,0.2,0.2
3285,4286,2,Client9,"prod2,prod12,prod13",19,5700,0.6,0.2
3286,4287,2,Client8,"prod15,prod1,prod15,prod2",14,10600,0.2,0.4
3287,4288,2,Client4,"prod5,prod1,prod12,prod9",22,8700,0.4,0.2
3288,4289,2,Client9,"prod6,prod10,prod15",8,7600,0.6,0.4
3289,4290,2,Client0,"prod6,prod1,prod14",8,1900,0.4,0.0
3290,4291,2,Client0,"prod11,prod1,prod15",13,11400,0.2,0.6
3291,4292,2,Client4,"prod12,prod1,prod4",22,16200,0.2,0.4
3292,4293,2,Client5,"prod14,prod9,prod2",20,6400,0.4,0.0
3293,4294,2,Client5,"prod15,prod15",5,5000,0.6,0.6
3294,4295,2,Client9,"prod1,prod1,prod2,prod2",20,11600,0.0,0.6
3295,4296,2,Client8,"prod12,prod15,prod4",14,12200,0.2,0.4
3296,4297,2,Client8,"prod10,prod3,prod3,prod9",31,8400,0.2,0.4
3297,4298,2,Client4,"prod9,prod3,prod4",12,5900,0.2,0.6
3298,4299,2,Client8,"prod15,prod1,prod3,prod2",17,10600,0.4,0.8
3299,4300,2,Client4,"prod5,prod1,prod11,prod12",21,11500,0.4,0.4
3300,4301,2,Client5,"prod15,prod13,prod4,prod12",23,11000,0.0,0.2
3301,4302,2,Client3,"prod12,prod12,prod3",22,7700,0.2,0.4
3302,4303,2,Client5,"prod15,prod14,prod1,prod5",31,17400,0.4,0.6
3303,4304,2,Client4,"prod6,prod5,prod2",7,5600,0.4,0.0
3304,4305,2,Client4,"prod1,prod1,prod2,prod15",16,11500,0.2,0.2
3305,4306,2,Client0,"prod12,prod14,prod14",14,1700,0.2,0.6
3306,4307,2,Client7,"prod6,prod13,prod4",14,4400,0.2,0.4
3307,4308,2,Client8,"prod1,prod10",12,11700,0.6,0.8
3308,4309,2,Client2,"prod13,prod15,prod1",17,12900,0.4,0.6
3309,4310,2,Client8,"prod12,prod13,prod1",18,8800,0.4,0.2
3310,4311,2,Client0,"prod14,prod15,prod14",5,1400,0.4,0.4
3311,4312,2,Client0,"prod11,prod15,prod9",16,7500,0.4,0.2
3312,4313,2,Client4,"prod15,prod6,prod11,prod15",22,16400,0.4,0.2
3313,4314,2,Client8,"prod12,prod12,prod4",15,9600,0.2,0.6
3314,4315,2,Client2,"prod10,prod3,prod3,prod1",24,11900,0.4,0.4
3315,4316,2,Client9,"prod1,prod11,prod1,prod2",21,12900,0.4,0.4
3316,4317,2,Client1,"prod3,prod15,prod5",11,10000,0.0,0.6
3317,4318,2,Client8,"prod12,prod4,prod13",18,8600,0.6,0.4
3318,4319,2,Client1,"prod3,prod12,prod15",11,4900,0.4,0.4
3319,4320,2,Client3,"prod14,prod9,prod15",5,2300,0.2,0.6
3320,4321,2,Client9,"prod3,prod9,prod6",15,3700,0.0,0.6
3321,4322,2,Client2,"prod12,prod3,prod5",8,4300,0.6,0.0
3322,4323,2,Client1,"prod5,prod11,prod1,prod1",25,17100,0.4,0.4
3323,4324,2,Client6,"prod2,prod2,prod14",9,4100,0.4,0.4
3324,4325,2,Client8,"prod9,prod2,prod2",17,8100,0.4,0.2
3325,4326,2,Client2,"prod10,prod2,prod14,prod11",21,11300,0.2,0.4
3326,4327,2,Client1,"prod14,prod15,prod15",15,14100,0.2,0.2
3327,4328,2,Client0,"prod15,prod13,prod15,prod8",25,10600,0.4,0.6
3328,4329,2,Client3,"prod9,prod11,prod10",12,10700,0.2,0.8
3329,4330,2,Client8,"prod12,prod14,prod2",3,1000,0.2,0.4
3330,4331,2,Client4,"prod15,prod11,prod15,prod10",24,19600,0.4,0.8
3331,4332,2,Client8,"prod1,prod13,prod10,prod15",11,9100,0.6,0.8
3332,4333,2,Client0,"prod13,prod2,prod13",6,2100,0.4,1.0
3333,4334,2,Client3,"prod12,prod2,prod2",16,7900,0.6,0.2
3334,4335,2,Client0,"prod15,prod6,prod13,prod12",10,4600,0.2,0.6
3335,4336,2,Client0,"prod1,prod15",11,10700,0.6,0.6
3336,4337,2,Client0,"prod4,prod13,prod7,prod10",16,5800,0.2,0.6
3337,4338,2,Client2,"prod9,prod1,prod12",5,2300,0.4,0.8
3338,4339,2,Client4,"prod2,prod12,prod1",8,3600,0.2,0.4
3339,4340,2,Client2,"prod7,prod5,prod2",11,7800,0.4,0.4
3340,4341,2,Client8,"prod4,prod2,prod13,prod5",23,11400,0.2,0.8
3341,4342,2,Client2,"prod15,prod13,prod1,prod15",25,14100,0.4,0.4
3342,4343,2,Client8,"prod10,prod3,prod13,prod4",7,4100,0.0,0.8
3343,4344,2,Client9,"prod13,prod1,prod1",12,7900,0.4,0.4
3344,4345,2,Client6,"prod1,prod13,prod15,prod7",13,7100,0.4,0.4
3345,4346,2,Client8,"prod1,prod1,prod2,prod14",15,9500,0.6,0.4
3346,4347,2,Client9,"prod6,prod12,prod1",16,9900,0.4,0.4
3347,4348,2,Client1,"prod15,prod15",9,9000,0.6,0.4
3348,4349,2,Client8,"prod2,prod2,prod11",16,9100,0.4,0.4
3349,4350,2,Client8,"prod3,prod5,prod6",14,11100,0.2,0.4
3350,4351,2,Client3,"prod10,prod5",2,1900,0.4,0.6
3351,4352,2,Client2,"prod7,prod14,prod10",10,3100,0.4,0.4
3352,4353,2,Client9,"prod2,prod5,prod1",12,9800,0.4,0.6
3353,4354,2,Client5,"prod1,prod2,prod3,prod12",14,6800,0.2,0.2
3354,4355,2,Client5,"prod10,prod4",9,7400,0.8,0.2
3355,4356,2,Client0,"prod6,prod10,prod12",15,12200,0.4,0.6
3356,4357,2,Client4,"prod2,prod2,prod11",16,8600,0.2,0.6
3357,4358,2,Client0,"prod13,prod14,prod9",16,1700,0.4,0.0
3358,4359,2,Client0,"prod3,prod1,prod9",18,6200,0.2,0.2
3359,4360,2,Client9,"prod5,prod2,prod1,prod15",8,6300,0.4,0.6
3360,4361,2,Client0,"prod1,prod3,prod1,prod2",18,8200,0.2,0.6
3361,4362,2,Client4,"prod3,prod1,prod2",9,4900,0.2,0.2
3362,4363,2,Client6,"prod10,prod10",6,6000,0.4,0.6
3363,4364,2,Client8,"prod6,prod12,prod13",14,4800,0.6,0.4
3364,4365,2,Client8,"prod12,prod10,prod3",13,4700,0.4,0.6
3365,4366,2,Client0,"prod10,prod3,prod6,prod10",15,12300,0.4,0.4
3366,4367,2,Client0,"prod1,prod3,prod2,prod2",16,7200,0.0,0.4
3367,4368,2,Client9,"prod14,prod15,prod6",14,10300,0.4,0.6
3368,4369,2,Client0,"prod15,prod12,prod7,prod4",23,13000,0.4,0.8
3369,4370,2,Client2,"prod1,prod14,prod4,prod12",18,7900,0.2,0.6
3370,4371,2,Client8,"prod7,prod7,prod15",14,9800,0.4,0.8
3371,4372,2,Client8,"prod6,prod15,prod10",14,13600,0.4,0.6
3372,4373,2,Client7,"prod6,prod3,prod3",14,4500,0.4,0.6
3373,4374,2,Client3,"prod7,prod11,prod15",17,14000,0.6,0.4
3374,4375,2,Client1,"prod9,prod3,prod10",10,3500,0.6,0.4
3375,4376,2,Client8,"prod3,prod13,prod1",12,6000,0.4,0.8
3376,4377,2,Client8,"prod1,prod15",11,10700,0.4,0.4
3377,4378,2,Client2,"prod12,prod15,prod3",21,12700,0.6,0.4
3378,4379,2,Client3,"prod7,prod15,prod15",20,19400,0.4,0.2
3379,4380,2,Client0,"prod3,prod5,prod13",14,9200,0.2,0.2
3380,4381,2,Client0,"prod3,prod13,prod15",10,3700,0.4,0.4
3381,4382,2,Client3,"prod13,prod15,prod2",17,10700,0.2,0.8
3382,4383,2,Client0,"prod13,prod14,prod10",7,5300,0.6,0.2
3383,4384,2,Client2,"prod10,prod12,prod15,prod15",24,19200,0.4,0.2
3384,4385,2,Client0,"prod12,prod12,prod1",18,9900,0.4,0.8
3385,4386,2,Client9,"prod3,prod14,prod12",9,2900,0.2,0.4
3386,4387,2,Client6,"prod15,prod9,prod1,prod12",10,4900,0.4,0.0
3387,4388,2,Client0,"prod1,prod10",4,3700,0.4,0.8
3388,4389,2,Client0,"prod13,prod13,prod14",19,2900,0.6,0.2
3389,4390,2,Client3,"prod13,prod2,prod14",13,4200,0.2,0.2
3390,4391,2,Client0,"prod15,prod4",2,1800,0.4,0.4
3391,4392,2,Client4,"prod1,prod1,prod1,prod4",20,14200,0.6,0.2
3392,4393,2,Client9,"prod3,prod8,prod6",17,7100,0.6,0.6
3393,4394,2,Client5,"prod15,prod3,prod1,prod8",15,4700,0.4,0.2
3394,4395,2,Client0,"prod12,prod2,prod8",10,4600,0.6,0.6
3395,4396,2,Client0,"prod5,prod5",11,9900,0.4,0.8
3396,4397,2,Client8,"prod10,prod15",5,5000,0.4,0.4
