,ProdName,MonthNum,OrderID,OrderQty,OrderTotal,ClientName,ProdPrice,Hour,Minute,Day,CliSentiAvg,SpSentiAvg
10471,prod3,10,14761,5,500,Client5,300,15,31,0,0.4,0.2
10472,prod9,10,14761,5,500,Client5,500,15,31,0,0.0,0.8
10473,prod1,10,14761,5,500,Client5,6300,15,31,0,0.6,0.4
10474,prod7,10,14762,1,400,Client8,400,5,0,0,0.4,0.4
10475,prod13,10,14762,1,400,Client8,1400,5,0,0,1.0,0.0
10476,prod13,10,14762,1,400,Client8,1800,5,0,0,1.0,0.6
10477,prod11,10,14763,8,2000,Client0,600,19,31,2,0.2,0.4
10478,prod13,10,14763,8,2000,Client0,1400,19,31,2,0.2,0.4
10479,prod5,10,14763,8,2000,Client0,4500,19,31,2,0.6,0.6
10480,prod9,10,14764,8,3200,Client2,100,16,50,2,0.4,0.4
10481,prod7,10,14764,8,3200,Client2,3200,16,50,2,0.2,0.6
10482,prod1,10,14764,8,3200,Client2,4900,16,50,2,0.8,0.6
10483,prod8,10,14765,9,1800,Client8,200,8,35,5,0.2,0.4
10484,prod3,10,14765,9,1800,Client8,2700,8,35,5,0.6,0.4
10485,prod13,10,14765,9,1800,Client8,1600,8,35,5,0.2,0.4
10486,prod10,10,14766,1,400,Client1,1000,10,59,2,1.0,0.4
10487,prod12,10,14766,1,400,Client1,400,10,59,2,0.4,0.6
10488,prod15,10,14766,1,400,Client1,5000,10,59,2,1.0,0.4
10489,prod12,10,14766,1,400,Client1,1200,10,59,2,0.6,0.6
10490,prod14,10,14767,3,3000,Client0,100,19,19,0,0.8,0.2
10491,prod15,10,14767,3,3000,Client0,3000,19,19,0,0.4,0.4
10492,prod9,10,14767,3,3000,Client0,600,19,19,0,0.4,0.6
10493,prod12,10,14768,3,2700,Client0,400,2,13,6,1.0,0.6
10494,prod5,10,14768,3,2700,Client0,2700,2,13,6,0.2,0.4
10495,prod1,10,14768,3,2700,Client0,4200,2,13,6,0.6,0.2
10496,prod4,10,14769,9,9000,Client1,800,23,56,2,0.4,0.4
10497,prod15,10,14769,9,9000,Client1,9000,23,56,2,0.2,0.4
10498,prod13,10,14770,1,200,Client1,200,9,30,1,0.4,0.6
10499,prod15,10,14770,1,200,Client1,8000,9,30,1,0.4,0.8
10500,prod1,10,14770,1,200,Client1,4900,9,30,1,0.6,0.8
10501,prod5,10,14771,2,400,Client7,900,23,50,2,0.6,0.8
10502,prod13,10,14771,2,400,Client7,400,23,50,2,0.0,0.6
10503,prod15,10,14771,2,400,Client7,1000,23,50,2,0.6,0.4
10504,prod2,10,14771,2,400,Client7,4000,23,50,2,0.6,0.4
10505,prod3,10,14772,1,300,Client1,300,22,46,0,0.6,0.8
10506,prod3,10,14772,1,300,Client1,3000,22,46,0,0.8,0.8
10507,prod6,10,14772,1,300,Client1,3000,22,46,0,0.8,0.0
10508,prod12,10,14773,1,400,Client4,400,15,27,3,0.0,0.2
10509,prod4,10,14773,1,400,Client4,4000,15,27,3,0.6,0.2
10510,prod2,10,14773,1,400,Client4,500,15,27,3,0.8,0.6
10511,prod13,10,14774,11,4400,Client0,200,17,30,5,0.4,0.6
10512,prod12,10,14774,11,4400,Client0,4000,17,30,5,0.6,0.6
10513,prod12,10,14774,11,4400,Client0,4400,17,30,5,0.2,0.4
10514,prod15,10,14775,7,7000,Client8,1000,16,2,3,0.6,0.6
10515,prod15,10,14775,7,7000,Client8,7000,16,2,3,0.4,0.2
10516,prod10,10,14776,1,1000,Client0,1000,19,30,4,0.4,0.8
10517,prod10,10,14776,1,1000,Client0,6000,19,30,4,0.6,0.4
10518,prod5,10,14777,14,6000,Client0,900,10,1,3,0.4,1.0
10519,prod12,10,14777,14,6000,Client0,4000,10,1,3,0.2,0.6
10520,prod2,10,14777,14,6000,Client0,2000,10,1,3,0.2,0.6
10521,prod12,10,14777,14,6000,Client0,1200,10,1,3,0.4,0.6
10522,prod6,10,14778,1,600,Client6,600,0,6,2,0.4,0.4
10523,prod10,10,14778,1,600,Client6,9000,0,6,2,0.8,0.8
10524,prod14,10,14778,1,600,Client6,800,0,6,2,0.6,0.4
10525,prod10,10,14779,1,1000,Client0,1000,23,28,6,0.2,0.4
10526,prod7,10,14779,1,1000,Client0,4400,23,28,6,0.4,0.4
10527,prod12,10,14779,1,1000,Client0,2800,23,28,6,0.8,0.6
10528,prod15,10,14779,1,1000,Client0,10000,23,28,6,0.4,0.4
10529,prod3,10,14780,1,300,Client4,300,17,21,1,0.0,0.4
10530,prod15,10,14780,1,300,Client4,11000,17,21,1,0.6,0.8
10531,prod7,10,14780,1,300,Client4,400,17,21,1,0.6,0.8
10532,prod6,10,14781,1,600,Client3,600,11,16,2,0.2,0.8
10533,prod10,10,14781,1,600,Client3,8000,11,16,2,0.4,0.2
10534,prod1,10,14781,1,600,Client3,6300,11,16,2,0.6,0.4
10535,prod1,10,14782,4,4000,Client8,700,22,38,5,0.8,0.0
10536,prod15,10,14782,4,4000,Client8,4000,22,38,5,0.4,0.6
10537,prod1,10,14783,17,3400,Client1,700,10,54,1,0.4,0.6
10538,prod13,10,14783,17,3400,Client1,1800,10,54,1,0.2,0.6
10539,prod13,10,14783,17,3400,Client1,1600,10,54,1,0.2,0.6
10540,prod2,10,14783,17,3400,Client1,3500,10,54,1,0.6,0.4
10541,prod2,10,14784,6,2400,Client0,500,18,0,6,0.4,0.6
10542,prod12,10,14784,6,2400,Client0,2400,18,0,6,0.4,0.4
10543,prod7,10,14784,6,2400,Client0,400,18,0,6,0.8,0.6
10544,prod5,10,14785,11,9900,Client2,900,12,56,6,0.2,0.8
10545,prod3,10,14785,11,9900,Client2,3000,12,56,6,0.6,0.2
10546,prod5,10,14785,11,9900,Client2,9900,12,56,6,0.2,0.6
10547,prod2,10,14785,11,9900,Client2,500,12,56,6,0.8,0.6
10548,prod12,10,14786,9,3600,Client5,400,16,25,5,0.6,0.0
10549,prod4,10,14786,9,3600,Client5,2400,16,25,5,0.8,0.0
10550,prod7,10,14786,9,3600,Client5,3600,16,25,5,0.2,0.6
10551,prod3,10,14787,7,1400,Client0,300,20,56,4,0.6,0.6
10552,prod2,10,14787,7,1400,Client0,1000,20,56,4,0.8,0.6
10553,prod13,10,14787,7,1400,Client0,1400,20,56,4,0.4,0.6
10554,prod1,10,14788,1,700,Client8,700,17,56,3,0.0,0.8
10555,prod1,10,14788,1,700,Client8,7000,17,56,3,0.4,0.6
10556,prod7,10,14788,1,700,Client8,3600,17,56,3,0.6,0.4
10557,prod5,10,14788,1,700,Client8,4500,17,56,3,0.4,0.2
10558,prod3,10,14789,1,300,Client0,300,10,42,2,0.2,0.4
10559,prod3,10,14789,1,300,Client0,2400,10,42,2,0.6,0.8
10560,prod7,10,14789,1,300,Client0,1600,10,42,2,0.4,0.6
10561,prod1,10,14790,7,700,Client9,700,11,5,0,0.4,0.6
10562,prod14,10,14790,7,700,Client9,700,11,5,0,0.2,0.0
10563,prod10,10,14790,7,700,Client9,8000,11,5,0,0.8,0.8
10564,prod11,10,14790,7,700,Client9,1800,11,5,0,1.0,0.4
10565,prod5,10,14791,5,3000,Client3,900,9,40,0,0.6,0.6
10566,prod6,10,14791,5,3000,Client3,3000,9,40,0,0.0,0.8
10567,prod13,10,14791,5,3000,Client3,1400,9,40,0,0.4,0.6
10568,prod1,10,14791,5,3000,Client3,4200,9,40,0,0.4,0.6
10569,prod10,10,14792,1,1000,Client1,1000,18,10,4,0.2,0.4
10570,prod1,10,14792,1,1000,Client1,3500,18,10,4,0.6,0.6
10571,prod6,10,14792,1,1000,Client1,6600,18,10,4,0.8,0.4
10572,prod3,10,14792,1,1000,Client1,600,18,10,4,0.4,0.4
10573,prod12,10,14793,2,200,Client1,400,8,13,2,0.4,0.6
10574,prod9,10,14793,2,200,Client1,200,8,13,2,0.4,0.4
10575,prod14,10,14793,2,200,Client1,500,8,13,2,0.4,0.8
10576,prod3,10,14794,2,2000,Client0,300,16,15,1,0.6,0.4
10577,prod10,10,14794,2,2000,Client0,2000,16,15,1,0.0,0.2
10578,prod1,10,14794,2,2000,Client0,2800,16,15,1,0.0,0.6
10579,prod9,10,14795,5,2100,Client4,100,16,57,3,0.4,0.4
10580,prod1,10,14795,5,2100,Client4,700,16,57,3,0.6,0.4
10581,prod2,10,14795,5,2100,Client4,2000,16,57,3,0.4,0.4
10582,prod9,10,14796,10,7000,Client8,100,10,34,3,0.6,0.0
10583,prod1,10,14796,10,7000,Client8,7000,10,34,3,0.4,0.2
10584,prod3,10,14796,10,7000,Client8,2400,10,34,3,0.6,0.8
10585,prod4,10,14797,1,800,Client9,800,8,26,2,0.4,0.6
10586,prod10,10,14797,1,800,Client9,9000,8,26,2,0.4,0.8
10587,prod6,10,14798,2,1200,Client1,600,20,27,3,0.6,0.4
10588,prod12,10,14798,2,1200,Client1,400,20,27,3,0.6,0.6
10589,prod11,10,14798,2,1200,Client1,1200,20,27,3,0.2,0.6
10590,prod15,10,14799,1,1000,Client9,1000,14,25,0,0.0,0.8
10591,prod13,10,14799,1,1000,Client9,1400,14,25,0,0.8,0.4
10592,prod3,10,14799,1,1000,Client9,900,14,25,0,0.6,0.2
10593,prod5,10,14799,1,1000,Client9,2700,14,25,0,0.6,0.4
10594,prod3,10,14800,3,2100,Client2,300,21,18,0,0.6,0.6
10595,prod10,10,14800,3,2100,Client2,8000,21,18,0,0.8,0.6
10596,prod1,10,14800,3,2100,Client2,2100,21,18,0,0.4,0.0
10597,prod6,10,14801,2,200,Client8,600,11,36,6,0.6,0.6
10598,prod15,10,14801,2,200,Client8,11000,11,36,6,0.8,0.4
10599,prod9,10,14801,2,200,Client8,200,11,36,6,0.6,0.0
10600,prod10,10,14802,1,1000,Client1,1000,17,41,5,0.6,0.0
10601,prod15,10,14802,1,1000,Client1,2000,17,41,5,0.6,0.4
10602,prod12,10,14803,9,900,Client2,400,5,54,4,0.8,0.8
10603,prod4,10,14803,9,900,Client2,2400,5,54,4,0.6,0.0
10604,prod14,10,14803,9,900,Client2,900,5,54,4,0.4,0.4
10605,prod12,10,14804,1,400,Client1,400,12,0,3,0.2,0.8
10606,prod8,10,14804,1,400,Client1,200,12,0,3,0.4,0.6
10607,prod5,10,14804,1,400,Client1,4500,12,0,3,0.4,0.6
10608,prod10,10,14805,9,8100,Client5,1000,10,20,6,0.8,0.4
10609,prod7,10,14805,9,8100,Client5,3600,10,20,6,0.4,0.6
10610,prod5,10,14805,9,8100,Client5,8100,10,20,6,0.2,0.6
10611,prod6,10,14805,9,8100,Client5,5400,10,20,6,0.4,0.2
10612,prod1,10,14806,11,6600,Client6,700,12,22,0,0.4,0.6
10613,prod3,10,14806,11,6600,Client6,1500,12,22,0,0.6,0.4
10614,prod11,10,14806,11,6600,Client6,6600,12,22,0,0.4,0.4
10615,prod15,10,14806,11,6600,Client6,3000,12,22,0,0.8,0.6
10616,prod1,10,14807,1,700,Client8,700,22,31,0,0.4,0.8
10617,prod4,10,14807,1,700,Client8,4800,22,31,0,0.6,0.6
10618,prod3,10,14808,10,4000,Client0,300,19,1,5,1.0,0.4
10619,prod12,10,14808,10,4000,Client0,2400,19,1,5,0.6,0.2
10620,prod12,10,14808,10,4000,Client0,1600,19,1,5,0.6,0.2
10621,prod4,10,14809,2,2000,Client8,800,14,18,0,0.6,0.6
10622,prod15,10,14809,2,2000,Client8,2000,14,18,0,0.4,0.2
10623,prod3,10,14810,7,7000,Client8,300,5,51,1,0.6,0.6
10624,prod10,10,14810,7,7000,Client8,7000,5,51,1,0.2,0.6
10625,prod13,10,14810,7,7000,Client8,2000,5,51,1,0.4,0.6
10626,prod6,10,14811,6,3600,Client2,600,12,58,0,0.2,0.4
10627,prod13,10,14811,6,3600,Client2,400,12,58,0,0.2,0.6
10628,prod6,10,14811,6,3600,Client2,3600,12,58,0,0.0,0.6
10629,prod10,10,14812,1,500,Client9,1000,18,54,3,0.8,0.4
10630,prod2,10,14812,1,500,Client9,500,18,54,3,0.0,0.8
10631,prod12,10,14812,1,500,Client9,2800,18,54,3,1.0,0.4
10632,prod12,10,14812,1,500,Client9,4000,18,54,3,0.2,0.2
10633,prod1,10,14813,8,8000,Client0,700,22,47,4,0.2,0.6
10634,prod14,10,14813,8,8000,Client0,1000,22,47,4,0.4,0.2
10635,prod3,10,14813,8,8000,Client0,600,22,47,4,0.2,0.8
10636,prod15,10,14813,8,8000,Client0,8000,22,47,4,0.0,0.6
10637,prod3,10,14814,2,1200,Client0,300,10,48,4,0.4,0.6
10638,prod11,10,14814,2,1200,Client0,1200,10,48,4,0.2,0.4
10639,prod12,10,14814,2,1200,Client0,1600,10,48,4,0.6,0.6
10640,prod3,10,14815,3,1500,Client9,300,1,45,5,0.6,0.6
10641,prod2,10,14815,3,1500,Client9,1500,1,45,5,0.2,0.2
10642,prod13,10,14815,3,1500,Client9,200,1,45,5,0.6,0.6
10643,prod13,10,14816,1,200,Client2,200,14,38,6,0.4,0.6
10644,prod1,10,14816,1,200,Client2,3500,14,38,6,0.6,0.6
10645,prod5,10,14816,1,200,Client2,1800,14,38,6,0.6,0.4
10646,prod9,10,14817,10,4000,Client0,100,17,1,0,0.8,0.4
10647,prod14,10,14817,10,4000,Client0,400,17,1,0,0.2,0.4
10648,prod12,10,14817,10,4000,Client0,4000,17,1,0,0.2,0.2
10649,prod9,10,14818,10,10000,Client1,100,20,41,1,0.4,0.4
10650,prod3,10,14818,10,10000,Client1,1500,20,41,1,0.4,0.4
10651,prod10,10,14818,10,10000,Client1,10000,20,41,1,0.4,0.0
10652,prod15,10,14819,4,2800,Client4,1000,16,40,2,0.6,0.6
10653,prod1,10,14819,4,2800,Client4,2800,16,40,2,0.0,0.4
10654,prod15,10,14819,4,2800,Client4,11000,16,40,2,0.8,0.6
10655,prod13,10,14819,4,2800,Client4,400,16,40,2,0.6,0.4
10656,prod15,10,14820,6,6000,Client5,1000,13,17,5,0.6,0.8
10657,prod10,10,14820,6,6000,Client5,6000,13,17,5,0.2,0.6
10658,prod1,10,14821,1,700,Client0,700,17,24,3,0.4,0.4
10659,prod3,10,14821,1,700,Client0,300,17,24,3,0.6,0.2
10660,prod1,10,14821,1,700,Client0,1400,17,24,3,0.8,0.6
10661,prod4,10,14821,1,700,Client0,800,17,24,3,0.6,1.0
10662,prod8,10,14822,4,400,Client0,200,11,55,3,0.6,0.2
10663,prod9,10,14822,4,400,Client0,400,11,55,3,0.4,0.6
10664,prod12,10,14822,4,400,Client0,4000,11,55,3,0.6,1.0
10665,prod13,10,14823,20,4300,Client0,200,11,34,1,0.4,0.4
10666,prod3,10,14823,20,4300,Client0,3300,11,34,1,0.4,0.4
10667,prod14,10,14823,20,4300,Client0,800,11,34,1,0.4,0.4
10668,prod3,10,14824,7,700,Client1,300,13,15,0,0.6,0.6
10669,prod9,10,14824,7,700,Client1,700,13,15,0,0.6,0.4
10670,prod12,10,14824,7,700,Client1,800,13,15,0,1.0,0.6
10671,prod2,10,14825,1,100,Client8,500,13,13,6,0.2,0.6
10672,prod3,10,14825,1,100,Client8,3300,13,13,6,0.8,0.6
10673,prod14,10,14825,1,100,Client8,100,13,13,6,0.2,0.4
10674,prod15,10,14826,1,1000,Client8,1000,5,40,4,0.2,0.6
10675,prod15,10,14826,1,1000,Client8,1000,5,40,4,0.6,0.2
10676,prod1,10,14827,2,600,Client9,700,11,46,5,0.8,0.6
10677,prod3,10,14827,2,600,Client9,3000,11,46,5,0.4,0.6
10678,prod3,10,14827,2,600,Client9,600,11,46,5,0.2,1.0
10679,prod15,10,14827,2,600,Client9,4000,11,46,5,0.6,0.4
10680,prod14,10,14828,11,1100,Client8,100,19,52,1,0.8,0.8
10681,prod12,10,14828,11,1100,Client8,1600,19,52,1,0.4,0.8
10682,prod14,10,14828,11,1100,Client8,1100,19,52,1,0.4,0.2
10683,prod5,10,14829,10,8000,Client1,900,15,50,3,0.4,1.0
10684,prod1,10,14829,10,8000,Client1,2100,15,50,3,0.6,0.6
10685,prod4,10,14829,10,8000,Client1,8000,15,50,3,0.4,0.4
10686,prod14,10,14829,10,8000,Client1,600,15,50,3,0.8,0.4
10687,prod5,10,14830,6,6000,Client6,900,19,3,1,0.4,0.8
10688,prod14,10,14830,6,6000,Client6,800,19,3,1,0.2,0.8
10689,prod15,10,14830,6,6000,Client6,6000,19,3,1,0.0,0.6
10690,prod13,10,14830,6,6000,Client6,200,19,3,1,0.4,0.6
10691,prod4,10,14831,1,100,Client9,800,19,53,5,0.4,0.8
10692,prod9,10,14831,1,100,Client9,100,19,53,5,0.2,0.8
10693,prod13,10,14831,1,100,Client9,1200,19,53,5,0.4,0.2
10694,prod2,10,14831,1,100,Client9,3500,19,53,5,0.4,0.6
10695,prod11,10,14832,6,2400,Client0,600,1,18,4,0.6,0.4
10696,prod7,10,14832,6,2400,Client0,2400,1,18,4,0.4,0.4
10697,prod12,10,14832,6,2400,Client0,1600,1,18,4,0.6,0.4
10698,prod3,10,14833,3,1800,Client7,300,23,20,4,0.6,0.6
10699,prod11,10,14833,3,1800,Client7,1800,23,20,4,0.2,0.4
10700,prod9,10,14833,3,1800,Client7,400,23,20,4,0.4,0.2
10701,prod3,10,14834,2,1200,Client2,300,9,2,2,0.8,0.6
10702,prod5,10,14834,2,1200,Client2,7200,9,2,2,0.4,0.6
10703,prod11,10,14834,2,1200,Client2,1200,9,2,2,0.2,0.4
10704,prod15,10,14835,9,900,Client7,1000,15,15,4,0.6,1.0
10705,prod12,10,14835,9,900,Client7,3200,15,15,4,0.8,0.4
10706,prod5,10,14835,9,900,Client7,5400,15,15,4,0.8,0.6
10707,prod14,10,14835,9,900,Client7,900,15,15,4,0.6,0.2
10708,prod15,10,14836,11,6000,Client0,1000,22,43,3,0.4,0.8
10709,prod2,10,14836,11,6000,Client0,4500,22,43,3,0.6,0.4
10710,prod2,10,14836,11,6000,Client0,5000,22,43,3,0.4,0.8
10711,prod2,10,14836,11,6000,Client0,3000,22,43,3,0.6,0.4
10712,prod3,10,14837,5,5000,Client0,300,19,49,4,0.6,0.8
10713,prod12,10,14837,5,5000,Client0,2400,19,49,4,0.8,0.2
10714,prod10,10,14837,5,5000,Client0,5000,19,49,4,0.4,0.4
10715,prod14,10,14838,8,3200,Client1,100,9,31,5,0.4,0.6
10716,prod12,10,14838,8,3200,Client1,3200,9,31,5,0.4,0.0
10717,prod3,10,14838,8,3200,Client1,3000,9,31,5,0.6,0.4
10718,prod12,10,14839,6,6000,Client3,400,10,49,1,0.6,1.0
10719,prod2,10,14839,6,6000,Client3,1500,10,49,1,0.2,0.8
10720,prod10,10,14839,6,6000,Client3,6000,10,49,1,0.2,0.2
10721,prod12,10,14840,6,1200,Client0,400,19,11,6,0.8,0.6
10722,prod12,10,14840,6,1200,Client0,4000,19,11,6,0.8,0.6
10723,prod13,10,14840,6,1200,Client0,1200,19,11,6,0.4,0.6
10724,prod9,10,14841,11,8100,Client9,100,19,28,2,0.0,0.4
10725,prod4,10,14841,11,8100,Client9,8000,19,28,2,0.0,0.4
10726,prod10,10,14841,11,8100,Client9,2000,19,28,2,0.4,0.6
10727,prod10,10,14842,1,1000,Client9,1000,7,20,1,0.2,0.2
10728,prod3,10,14842,1,1000,Client9,2700,7,20,1,0.4,0.4
10729,prod12,10,14842,1,1000,Client9,2000,7,20,1,0.2,0.6
10730,prod12,10,14842,1,1000,Client9,3200,7,20,1,0.4,0.2
10731,prod4,10,14843,11,11000,Client6,800,17,7,6,0.6,1.0
10732,prod15,10,14843,11,11000,Client6,11000,17,7,6,0.6,0.2
10733,prod3,10,14844,4,3600,Client2,300,5,36,1,0.8,0.6
10734,prod1,10,14844,4,3600,Client2,1400,5,36,1,0.8,0.8
10735,prod5,10,14844,4,3600,Client2,3600,5,36,1,0.6,0.4
10736,prod15,10,14845,1,1000,Client1,1000,11,40,6,0.0,0.0
10737,prod15,10,14845,1,1000,Client1,5000,11,40,6,0.4,0.6
10738,prod9,10,14846,1,100,Client0,100,19,41,0,0.2,0.8
10739,prod1,10,14846,1,100,Client0,7700,19,41,0,0.8,0.4
10740,prod10,10,14846,1,100,Client0,9000,19,41,0,0.8,0.4
10741,prod15,10,14847,3,1800,Client0,1000,9,32,3,0.6,0.8
10742,prod2,10,14847,3,1800,Client0,2500,9,32,3,0.8,0.4
10743,prod9,10,14847,3,1800,Client0,600,9,32,3,0.6,0.4
10744,prod11,10,14847,3,1800,Client0,1800,9,32,3,0.2,0.4
10745,prod4,10,14848,5,3500,Client3,800,12,27,6,0.6,0.6
10746,prod12,10,14848,5,3500,Client3,400,12,27,6,0.4,0.0
10747,prod15,10,14848,5,3500,Client3,7000,12,27,6,0.8,0.4
10748,prod1,10,14848,5,3500,Client3,3500,12,27,6,0.0,0.4
10749,prod9,10,14849,7,4900,Client8,100,14,55,2,0.8,0.2
10750,prod1,10,14849,7,4900,Client8,4900,14,55,2,0.2,0.4
10751,prod9,10,14849,7,4900,Client8,400,14,55,2,0.4,0.2
10752,prod1,10,14850,1,100,Client0,700,14,12,3,0.8,0.8
10753,prod14,10,14850,1,100,Client0,500,14,12,3,0.8,0.8
10754,prod3,10,14850,1,100,Client0,1200,14,12,3,0.8,0.4
10755,prod14,10,14850,1,100,Client0,100,14,12,3,0.6,0.6
10756,prod11,10,14851,1,600,Client0,600,13,43,6,0.6,0.2
10757,prod3,10,14851,1,600,Client0,2100,13,43,6,0.6,0.6
10758,prod12,10,14851,1,600,Client0,2000,13,43,6,0.6,0.6
10759,prod1,10,14852,10,9000,Client6,700,10,53,1,1.0,0.4
10760,prod5,10,14852,10,9000,Client6,9000,10,53,1,0.4,0.6
10761,prod12,10,14853,2,200,Client0,400,16,13,5,0.8,0.4
10762,prod14,10,14853,2,200,Client0,200,16,13,5,0.6,0.6
10763,prod2,10,14853,2,200,Client0,500,16,13,5,0.6,0.8
10764,prod12,10,14854,4,1600,Client2,400,18,49,1,0.2,0.4
10765,prod12,10,14854,4,1600,Client2,1600,18,49,1,0.2,0.2
10766,prod2,10,14854,4,1600,Client2,500,18,49,1,0.2,0.8
10767,prod1,10,14855,6,1200,Client0,700,8,46,1,1.0,0.6
10768,prod14,10,14855,6,1200,Client0,700,8,46,1,0.8,0.4
10769,prod12,10,14855,6,1200,Client0,3200,8,46,1,0.2,0.6
10770,prod13,10,14855,6,1200,Client0,1200,8,46,1,0.0,0.6
10771,prod10,10,14856,3,3000,Client0,1000,6,44,2,0.2,0.8
10772,prod1,10,14856,3,3000,Client0,4200,6,44,2,0.8,0.4
10773,prod10,10,14856,3,3000,Client0,11000,6,44,2,0.4,0.2
10774,prod10,10,14856,3,3000,Client0,3000,6,44,2,0.2,0.4
10775,prod1,10,14857,1,700,Client8,700,13,2,5,0.2,0.4
10776,prod14,10,14857,1,700,Client8,300,13,2,5,0.6,0.2
10777,prod4,10,14857,1,700,Client8,5600,13,2,5,1.0,0.6
10778,prod11,10,14857,1,700,Client8,5400,13,2,5,0.6,0.2
10779,prod5,10,14858,1,900,Client2,900,14,45,0,0.2,0.6
10780,prod12,10,14858,1,900,Client2,400,14,45,0,0.4,0.4
10781,prod7,10,14858,1,900,Client2,2400,14,45,0,0.6,0.4
10782,prod6,10,14858,1,900,Client2,4800,14,45,0,0.8,0.4
10783,prod1,10,14859,6,6000,Client5,700,9,47,6,0.8,0.4
10784,prod1,10,14859,6,6000,Client5,4200,9,47,6,0.4,0.6
10785,prod12,10,14859,6,6000,Client5,400,9,47,6,0.4,0.4
10786,prod15,10,14859,6,6000,Client5,6000,9,47,6,0.2,0.6
10787,prod14,10,14860,1,100,Client0,100,8,24,5,0.4,0.2
10788,prod10,10,14860,1,100,Client0,10000,8,24,5,0.4,0.4
10789,prod7,10,14860,1,100,Client0,3200,8,24,5,0.6,0.0
10790,prod14,10,14861,8,4000,Client4,100,10,54,6,0.8,0.8
10791,prod15,10,14861,8,4000,Client4,3000,10,54,6,0.8,0.4
10792,prod2,10,14861,8,4000,Client4,4000,10,54,6,0.4,0.6
10793,prod3,10,14862,11,4400,Client2,300,15,27,0,0.6,0.6
10794,prod12,10,14862,11,4400,Client2,800,15,27,0,1.0,0.4
10795,prod12,10,14862,11,4400,Client2,4400,15,27,0,0.4,0.6
10796,prod3,10,14863,10,2000,Client2,300,15,36,5,0.6,0.6
10797,prod8,10,14863,10,2000,Client2,2000,15,36,5,0.4,0.2
10798,prod3,10,14863,10,2000,Client2,3300,15,36,5,0.4,0.6
10799,prod3,10,14864,1,300,Client8,300,22,17,2,0.2,0.6
10800,prod11,10,14864,1,300,Client8,3000,22,17,2,0.8,0.2
10801,prod2,10,14864,1,300,Client8,1000,22,17,2,1.0,0.8
10802,prod15,10,14865,1,1000,Client6,1000,11,22,2,0.4,0.4
10803,prod15,10,14865,1,1000,Client6,4000,11,22,2,0.8,0.4
10804,prod14,10,14866,2,600,Client9,100,18,37,4,0.6,0.4
10805,prod3,10,14866,2,600,Client9,600,18,37,4,0.6,0.2
10806,prod14,10,14866,2,600,Client9,900,18,37,4,0.6,0.6
10807,prod14,10,14867,4,800,Client1,100,3,20,4,0.6,0.8
10808,prod13,10,14867,4,800,Client1,800,3,20,4,0.2,0.4
10809,prod15,10,14867,4,800,Client1,4000,3,20,4,0.8,0.4
10810,prod15,10,14868,17,10000,Client8,1000,12,27,6,0.8,0.8
10811,prod13,10,14868,17,10000,Client8,200,12,27,6,1.0,0.2
10812,prod4,10,14868,17,10000,Client8,8800,12,27,6,0.2,0.8
10813,prod13,10,14868,17,10000,Client8,1200,12,27,6,0.2,0.8
10814,prod2,10,14869,1,700,Client8,500,11,47,1,0.4,0.6
10815,prod11,10,14869,1,700,Client8,6000,11,47,1,0.6,0.4
10816,prod1,10,14869,1,700,Client8,700,11,47,1,0.2,0.8
10817,prod2,10,14870,4,1200,Client0,500,11,22,5,0.8,0.2
10818,prod14,10,14870,4,1200,Client0,1000,11,22,5,0.8,0.2
10819,prod3,10,14870,4,1200,Client0,1200,11,22,5,0.4,0.8
10820,prod9,10,14871,1,100,Client8,100,9,29,5,0.6,0.6
10821,prod14,10,14871,1,100,Client8,100,9,29,5,0.6,0.4
10822,prod12,10,14871,1,100,Client8,1200,9,29,5,0.6,0.6
10823,prod2,10,14872,1,500,Client0,500,19,34,6,0.4,1.0
10824,prod4,10,14872,1,500,Client0,7200,19,34,6,0.6,0.4
10825,prod13,10,14872,1,500,Client0,800,19,34,6,0.8,0.6
10826,prod13,10,14873,1,200,Client2,200,8,4,5,0.6,0.6
10827,prod2,10,14873,1,200,Client2,3000,8,4,5,0.8,0.6
10828,prod8,10,14873,1,200,Client2,2000,8,4,5,0.8,0.4
10829,prod1,10,14874,11,1100,Client2,700,19,15,2,0.2,0.6
10830,prod14,10,14874,11,1100,Client2,1100,19,15,2,0.0,0.4
10831,prod11,10,14874,11,1100,Client2,3600,19,15,2,0.6,0.8
10832,prod15,10,14874,11,1100,Client2,8000,19,15,2,0.4,0.2
10833,prod10,10,14875,7,3500,Client2,1000,17,1,4,0.4,0.6
10834,prod2,10,14875,7,3500,Client2,3500,17,1,4,0.2,0.6
10835,prod10,10,14875,7,3500,Client2,4000,17,1,4,0.4,0.6
10836,prod2,10,14875,7,3500,Client2,3000,17,1,4,0.6,0.4
10837,prod11,10,14876,4,400,Client8,600,17,9,1,0.6,0.4
10838,prod14,10,14876,4,400,Client8,400,17,9,1,0.4,0.4
10839,prod14,10,14876,4,400,Client8,700,17,9,1,0.8,0.2
10840,prod1,10,14877,9,6000,Client6,700,23,19,1,1.0,0.0
10841,prod1,10,14877,9,6000,Client6,5600,23,19,1,0.4,0.6
10842,prod12,10,14877,9,6000,Client6,400,23,19,1,0.4,0.6
10843,prod3,10,14877,9,6000,Client6,2400,23,19,1,0.6,0.4
10844,prod5,10,14878,6,6000,Client0,900,19,39,1,0.8,0.4
